Year	EW(m)	NS(m)	UD(m)
2013.18493	-0.01873	0.0690598	-0.09573
2013.18767	-0.0193	0.0666398	-0.09445
2013.19041	-0.01734	0.0690698	-0.09974
2013.19315	-0.01784	0.0696698	-0.10214
2013.19589	-0.01804	0.0676998	-0.09354
2013.19863	-0.01704	0.0695398	-0.09807
2013.20137	-0.01781	0.0701398	-0.09816
2013.20411	-0.01804	0.0683898	-0.0922
2013.20685	-0.01769	0.0694398	-0.09475
2013.20959	-0.01705	0.0683898	-0.0936
2013.21233	-0.01601	0.0693198	-0.09739
2013.21507	-0.01824	0.0666998	-0.09005
2013.21781	-0.01679	0.0692298	-0.08905
2013.22055	-0.01808	0.0692598	-0.09612
2013.22329	-0.01603	0.0687498	-0.0974
2013.22603	-0.01825	0.0689398	-0.09639
2013.22877	-0.01843	0.0688898	-0.0944
2013.23151	-0.01725	0.0682898	-0.0936
2013.23425	-0.01645	0.0702198	-0.09874
2013.23699	-0.0167	0.0697798	-0.09516
2013.23973	-0.017	0.0686998	-0.09664
2013.24247	-0.0176	0.0699698	-0.09079
2013.24521	-0.01581	0.0663198	-0.09891
2013.24795	-0.01792	0.0693598	-0.09618
2013.25068	-0.01897	0.0675798	-0.09771
2013.25342	-0.02283	0.0692898	-0.09329
2013.25616	-0.02258	0.0685598	-0.09621
2013.2589	-0.0218	0.0691898	-0.09588
2013.26164	-0.02295	0.0685598	-0.0906
2013.26438	-0.02139	0.0689098	-0.09389
2013.26712	-0.02203	0.0696798	-0.0986
2013.26986	-0.023	0.0693298	-0.09425
2013.2726	-0.02288	0.0704898	-0.09261
2013.27534	-0.02181	0.0714998	-0.09709
2013.27808	-0.02204	0.0694898	-0.09039
2013.28082	-0.02057	0.0719998	-0.09308
2013.28356	-0.02145	0.0705398	-0.08778
2013.2863	-0.02062	0.0708498	-0.09101
2013.28904	-0.02192	0.0722498	-0.09017
2013.29178	-0.01978	0.0717198	-0.09222
2013.29452	-0.02169	0.0728898	-0.09769
2013.29726	-0.02039	0.0710098	-0.0969
2013.3	-0.0222	0.0715698	-0.09549
2013.30274	-0.0223	0.0720898	-0.09165
2013.30548	-0.0214	0.0716698	-0.09439
2013.30822	-0.02093	0.0721898	-0.09632
2013.31096	-0.02049	0.0718198	-0.09036
2013.3137	-0.02233	0.0725298	-0.09191
2013.31644	-0.02082	0.0726298	-0.09237
2013.31918	-0.0231	0.0719998	-0.09502
2013.32192	-0.02079	0.0714898	-0.10006
2013.32466	-0.0217	0.0719398	-0.0971
2013.3274	-0.0205	0.0706798	-0.09962
2013.33014	-0.02142	0.0726398	-0.09914
2013.33288	-0.0221	0.0715998	-0.09912
2013.33562	-0.02333	0.0730998	-0.09699
2013.33836	-0.02167	0.0710298	-0.09862
2013.3411	-0.0211	0.0715498	-0.10225
2013.34384	-0.02127	0.0716998	-0.09896
2013.34658	-0.02113	0.0738198	-0.10808
2013.34932	-0.02008	0.0690698	-0.10313
2013.35205	-0.02174	0.0702298	-0.09632
2013.35479	-0.02263	0.0709398	-0.08841
2013.35753	-0.02282	0.0731398	-0.09188
2013.36027	-0.02263	0.0714398	-0.09642
2013.36301	-0.01852	0.0711698	-0.09676
2013.36575	-0.02244	0.0730998	-0.09968
2013.36849	-0.02331	0.0732998	-0.09748
2013.37123	-0.02332	0.0747398	-0.09846
2013.37397	-0.02006	0.0714398	-0.09743
2013.37671	-0.02282	0.0731798	-0.09333
2013.37945	-0.02066	0.0734898	-0.09345
2013.38219	-0.02206	0.0721598	-0.0909
2013.38493	-0.02012	0.0733298	-0.09924
2013.38767	-0.01965	0.0736598	-0.09353
2013.39041	-0.02385	0.0738298	-0.0963
2013.39315	-0.02067	0.0719198	-0.09586
2013.39589	-0.01982	0.0731498	-0.10131
2013.39863	-0.01962	0.0699698	-0.09795
2013.40137	-0.02256	0.0736198	-0.09918
2013.40411	-0.01841	0.0707398	-0.09418
2013.40685	-0.02145	0.0736798	-0.10032
2013.40959	-0.02186	0.0728798	-0.09227
2013.41233	-0.02191	0.0736198	-0.0947
2013.41507	-0.02269	0.0745998	-0.09297
2013.41781	-0.01795	0.0734398	-0.10128
2013.42055	-0.02368	0.0749998	-0.10289
2013.42329	-0.02425	0.0743998	-0.10031
2013.42603	-0.02537	0.0766698	-0.10054
2013.42877	-0.02387	0.0775398	-0.0974
2013.43151	-0.02211	0.0758998	-0.09683
2013.43425	-0.02409	0.0771398	-0.10492
2013.43699	-0.02023	0.0718798	-0.10015
2013.43973	-0.01936	0.0735498	-0.09563
2013.44247	-0.02336	0.0739598	-0.09664
2013.44521	-0.02261	0.0745898	-0.09725
2013.44795	-0.02426	0.0764498	-0.09457
2013.45068	-0.02381	0.0761298	-0.09994
2013.45342	-0.02194	0.0752198	-0.09083
2013.45616	-0.02518	0.0737798	-0.09086
2013.4589	-0.01989	0.0733598	-0.09486
2013.46164	-0.0195	0.0743598	-0.08715
2013.46438	-0.0222	0.0742098	-0.09018
2013.46712	-0.01835	0.0758198	-0.10369
2013.46986	-0.01881	0.0768698	-0.10589
2013.4726	-0.0212	0.0736498	-0.09651
2013.47534	-0.02261	0.0771498	-0.09721
2013.47808	-0.02415	0.0735298	-0.10088
2013.48082	-0.02137	0.0748698	-0.0968
2013.48356	-0.02393	0.0763698	-0.09468
2013.4863	-0.02355	0.0740498	-0.09805
2013.48904	-0.02441	0.0771198	-0.09252
2013.49178	-0.022	0.0753298	-0.09974
2013.49452	-0.02391	0.0776598	-0.08931
2013.49726	-0.02396	0.0741798	-0.09771
2013.5	-0.02262	0.0759898	-0.10058
2013.50274	-0.01896	0.0774698	-0.09266
2013.50548	-0.01599	0.0743998	-0.09936
2013.50822	-0.0199	0.0741198	-0.08665
2013.51096	-0.02342	0.0823498	-0.09952
2013.5137	-0.02405	0.0784598	-0.08149
2013.51644	-0.02048	0.0745798	-0.09378
2013.51918	-0.01894	0.0773798	-0.09643
2013.52192	-0.01875	0.0758998	-0.10001
2013.52466	-0.01646	0.0760098	-0.09995
2013.5274	-0.01358	0.0769598	-0.10634
2013.53014	-0.02128	0.0799398	-0.10224
2013.53288	-0.02019	0.0789598	-0.10167
2013.53562	-0.02142	0.0734398	-0.1033
2013.53836	-0.0214	0.0791098	-0.10021
2013.5411	-0.0212	0.0808298	-0.09843
2013.54384	-0.01905	0.0765398	-0.10632
2013.54658	-0.01748	0.0757898	-0.10814
2013.54932	-0.02077	0.0798298	-0.10251
2013.55205	-0.02233	0.0779398	-0.10039
2013.55479	-0.02006	0.0784498	-0.10874
2013.55753	-0.02171	0.0788098	-0.10564
2013.56027	-0.02141	0.0779898	-0.10079
2013.56301	-0.01513	0.0828998	-0.10524
2013.56575	-0.02211	0.0792598	-0.09919
2013.56849	-0.02039	0.0768298	-0.10469
2013.57123	-0.02193	0.0779798	-0.09851
2013.57397	-0.02323	0.0765998	-0.09932
2013.57671	-0.0228	0.0796098	-0.09981
2013.57945	-0.01906	0.0777798	-0.10962
2013.58219	-0.02258	0.0747098	-0.11273
2013.58493	-0.02011	0.0761898	-0.10978
2013.58767	-0.0222	0.0784798	-0.10806
2013.59041	-0.02348	0.0781998	-0.10572
2013.59315	-0.02181	0.0782998	-0.11215
2013.59589	-0.02607	0.0832998	-0.0911
2013.59863	-0.01974	0.0761998	-0.11522
2013.60137	-0.02051	0.0778698	-0.11226
2013.60411	-0.02224	0.0805998	-0.10452
2013.60685	-0.02622	0.0778398	-0.11382
2013.60959	-0.02417	0.0821198	-0.10063
2013.61233	-0.01946	0.0796698	-0.11563
2013.61507	-0.02128	0.0783398	-0.11178
2013.61781	-0.02152	0.0809598	-0.10593
2013.62055	-0.02426	0.0802198	-0.09942
2013.62329	-0.0231	0.0779098	-0.09884
2013.62603	-0.01878	0.0801298	-0.10488
2013.62877	-0.01961	0.0813998	-0.11455
2013.63151	-0.02426	0.0826898	-0.11072
2013.63425	-0.02637	0.0807898	-0.10888
2013.63699	-0.0149	0.0819398	-0.10729
2013.63973	-0.02379	0.0820098	-0.10951
2013.64247	-0.01386	0.0818698	-0.12248
2013.64521	-0.02027	0.0823498	-0.11455
2013.64795	-0.02128	0.0815798	-0.11162
2013.65068	-0.02028	0.0837598	-0.11418
2013.65342	-0.02309	0.0825198	-0.11331
2013.65616	-0.01924	0.0791398	-0.10985
2013.6589	-0.02042	0.0805698	-0.11223
2013.66164	-0.02119	0.0805298	-0.11489
2013.66438	-0.02187	0.0812298	-0.11312
2013.66712	-0.02129	0.0797098	-0.11438
2013.66986	-0.02045	0.0810398	-0.11743
2013.6726	-0.02028	0.0838598	-0.11118
2013.67534	-0.02094	0.0814998	-0.1089
2013.67808	-0.0206	0.0808898	-0.11674
2013.68082	-0.02141	0.0812398	-0.11583
2013.68356	-0.0164	0.0819598	-0.11971
2013.6863	-0.01983	0.0776798	-0.1185
2013.68904	-0.02019	0.0814798	-0.11529
2013.69178	-0.01873	0.0813298	-0.11739
2013.69452	-0.02157	0.0812898	-0.11192
2013.69726	-0.02195	0.0800398	-0.10922
2013.7	-0.02037	0.0803198	-0.11397
2013.70274	-0.01765	0.0826598	-0.11559
2013.70548	-0.01904	0.0804898	-0.11455
2013.70822	-0.02142	0.0823498	-0.11232
2013.71096	-0.02062	0.0827398	-0.11806
2013.7137	-0.0225	0.0811898	-0.1169
2013.71644	-0.01564	0.0788598	-0.1182
2013.71918	-0.01633	0.0805798	-0.11794
2013.72192	-0.01654	0.0809598	-0.12435
2013.72466	-0.01778	0.0793798	-0.11886
2013.7274	-0.01681	0.0802698	-0.12149
2013.73014	-0.01774	0.0805798	-0.11888
2013.73288	-0.01943	0.0799798	-0.11596
2013.73562	-0.0193	0.0809798	-0.11587
2013.73836	-0.01983	0.0820298	-0.11718
2013.7411	-0.01914	0.0805898	-0.11662
2013.74384	-0.02037	0.0814498	-0.11673
2013.74658	-0.02047	0.0808098	-0.11979
2013.74932	-0.01951	0.0823198	-0.1213
2013.75205	-0.01898	0.0800798	-0.12014
2013.75479	-0.01871	0.0814998	-0.11496
2013.75753	-0.02179	0.0820598	-0.11831
2013.76027	-0.02081	0.0823398	-0.1216
2013.76301	-0.02065	0.0817998	-0.11787
2013.76575	-0.01999	0.0812698	-0.12532
2013.76849	-0.01982	0.0810998	-0.11998
2013.77123	-0.01997	0.0810398	-0.11717
2013.77397	-0.01879	0.0823898	-0.12247
2013.77671	-0.01864	0.0814198	-0.11638
2013.77945	-0.0176	0.0830298	-0.11861
2013.78219	-0.01644	0.0819698	-0.11401
2013.78493	-0.01822	0.0834898	-0.12266
2013.78767	-0.01825	0.0810198	-0.11912
2013.79041	-0.0202	0.0839498	-0.12417
2013.79315	-0.0223	0.0835198	-0.1238
2013.79589	-0.02046	0.0836598	-0.12067
2013.79863	-0.01972	0.0830698	-0.12471
2013.80137	-0.01931	0.0836198	-0.1265
2013.80411	-0.01847	0.0828898	-0.12563
2013.80685	-0.01962	0.0833798	-0.12488
2013.80959	-0.02045	0.0834898	-0.12354
2013.81233	-0.01977	0.0825898	-0.12159
2013.81507	-0.02074	0.0838198	-0.12158
2013.81781	-0.02074	0.0840198	-0.11927
2013.82055	-0.02092	0.0839798	-0.11759
2013.82329	-0.01982	0.0829098	-0.12863
2013.82603	-0.02047	0.0831698	-0.12568
2013.82877	-0.02073	0.0841798	-0.12551
2013.83151	-0.0193	0.0850498	-0.13005
2013.83425	-0.0211	0.0829898	-0.12506
2013.83699	-0.0209	0.0833198	-0.12458
2013.83973	-0.02066	0.0831898	-0.12522
2013.84247	-0.01942	0.0820098	-0.12482
2013.84521	-0.01929	0.0834098	-0.12487
2013.84795	-0.02014	0.0832998	-0.11937
2013.85068	-0.01886	0.0834598	-0.12128
2013.85342	-0.02037	0.0840898	-0.12225
2013.85616	-0.02015	0.0837998	-0.1211
2013.8589	-0.01984	0.0823698	-0.11967
2013.86164	-0.02056	0.0832998	-0.1211
2013.86438	-0.02273	0.0844698	-0.1185
2013.86712	-0.02246	0.0837198	-0.12027
2013.86986	-0.02246	0.0839498	-0.12066
2013.8726	-0.0214	0.0838098	-0.11853
2013.87534	-0.02094	0.0845298	-0.12353
2013.87808	-0.02082	0.0839898	-0.1219
2013.88082	-0.02086	0.0836198	-0.12119
2013.88356	-0.02171	0.0838198	-0.12203
2013.8863	-0.02188	0.0838298	-0.12446
2013.88904	-0.02091	0.0830998	-0.1231
2013.89178	-0.02163	0.0831198	-0.12217
2013.89452	-0.02121	0.0831398	-0.12422
2013.89726	-0.02179	0.0845398	-0.12329
2013.9	-0.02155	0.0834798	-0.11801
2013.90274	-0.02139	0.0843598	-0.12094
2013.90548	-0.02212	0.0824398	-0.12141
2013.90822	-0.02254	0.0835898	-0.1218
2013.91096	-0.02299	0.0825998	-0.12196
2013.9137	-0.02307	0.0834798	-0.12873
2013.91644	-0.02265	0.0836498	-0.1242
2013.91918	-0.02274	0.0848098	-0.12638
2013.92192	-0.02329	0.0840298	-0.12596
2013.92466	-0.0224	0.0844298	-0.12724
2013.9274	-0.02264	0.0841698	-0.12427
2013.93014	-0.02285	0.0841098	-0.12429
2013.93288	-0.02327	0.0850098	-0.12462
2013.93562	-0.02293	0.0840598	-0.12616
2013.93836	-0.02306	0.0838398	-0.12274
2013.9411	-0.02259	0.0836898	-0.12132
2013.94384	-0.02177	0.0850398	-0.12205
2013.94658	-0.024	0.0857398	-0.12465
2013.94932	-0.02281	0.0840998	-0.12452
2013.95205	-0.02266	0.0837098	-0.13239
2013.95479	-0.02277	0.0840498	-0.1349
2013.95753	-0.0234	0.0857898	-0.13438
2013.96027	-0.02344	0.0841198	-0.14223
2013.96301	-0.02384	0.0835698	-0.13569
2013.96575	-0.02304	0.0846298	-0.13173
2013.96849	-0.02308	0.0841298	-0.13151
2013.97123	-0.02388	0.0863298	-0.13623
2013.97397	-0.02404	0.0862498	-0.13587
2013.97671	-0.02436	0.0847798	-0.13674
2013.97945	-0.02418	0.0860398	-0.13551
2013.98219	-0.02537	0.0856898	-0.13894
2013.98493	-0.0246	0.0862998	-0.13768
2013.98767	-0.02431	0.0855698	-0.13318
2013.99041	-0.02574	0.0865798	-0.13198
2013.99315	-0.02502	0.0857398	-0.12669
2013.99589	-0.02451	0.0855898	-0.12684
2013.99863	-0.02319	0.0860098	-0.1274
2014.00137	-0.02481	0.0859598	-0.1287
2014.00411	-0.02464	0.0869598	-0.13161
2014.00685	-0.02426	0.0875098	-0.13483
2014.00959	-0.02452	0.0867798	-0.13209
2014.01233	-0.02491	0.0875698	-0.13265
2014.01507	-0.02487	0.0874898	-0.1345
2014.01781	-0.02387	0.0874198	-0.13727
2014.02055	-0.02486	0.0860298	-0.13495
2014.02329	-0.02457	0.0869598	-0.13513
2014.02603	-0.02573	0.0878398	-0.13776
2014.02877	-0.02515	0.0877198	-0.1399
2014.03151	-0.02473	0.0876298	-0.14024
2014.03425	-0.02571	0.0889298	-0.14203
2014.03699	-0.0271	0.0895298	-0.14199
2014.03973	-0.0258	0.0889198	-0.14121
2014.04247	-0.02636	0.0885498	-0.14098
2014.04521	-0.0266	0.0894098	-0.13998
2014.04795	-0.0255	0.0893998	-0.13986
2014.05068	-0.02476	0.0894898	-0.14142
2014.05342	-0.02598	0.0888798	-0.13912
2014.05616	-0.02578	0.0887098	-0.13488
2014.0589	-0.02727	0.0908098	-0.13503
2014.06164	-0.02596	0.0897898	-0.13115
2014.06438	-0.02542	0.0899998	-0.13147
2014.06712	-0.02528	0.0899298	-0.13731
2014.06986	-0.02573	0.0892898	-0.13457
2014.0726	-0.02474	0.0896498	-0.13974
2014.07534	-0.02502	0.0892598	-0.13306
2014.07808	-0.02465	0.0900498	-0.13297
2014.08082	-0.02516	0.0903998	-0.13354
2014.08356	-0.02521	0.0902298	-0.13217
2014.0863	-0.02541	0.0902898	-0.13336
2014.08904	-0.02389	0.0906698	-0.13431
2014.09178	-0.02468	0.0902298	-0.13432
2014.09452	-0.02346	0.0902898	-0.13748
2014.09726	-0.02387	0.0914598	-0.13992
2014.1	-0.0232	0.0921198	-0.14033
2014.10274	-0.02434	0.0914898	-0.13842
2014.10548	-0.02354	0.0907898	-0.14198
2014.10822	-0.02401	0.0901698	-0.14126
2014.11096	-0.02416	0.0913498	-0.1414
2014.1137	-0.02455	0.0917098	-0.14247
2014.11644	-0.02585	0.0908798	-0.14537
2014.11918	-0.02605	0.0917498	-0.14299
2014.12192	-0.02535	0.0923098	-0.14386
2014.12466	-0.02403	0.0927098	-0.14329
2014.1274	-0.02402	0.0928798	-0.14506
2014.13014	-0.02435	0.0933498	-0.14765
2014.13288	-0.02432	0.0925398	-0.14319
2014.13562	-0.02496	0.0931198	-0.14535
2014.13836	-0.02474	0.0918498	-0.14661
2014.1411	-0.0242	0.0921998	-0.1448
2014.14384	-0.02473	0.0933698	-0.14661
2014.14658	-0.02547	0.0926398	-0.14723
2014.14932	-0.02457	0.0922198	-0.14671
2014.15205	-0.02496	0.0920398	-0.14432
2014.15479	-0.0238	0.0912898	-0.14909
2014.15753	-0.02339	0.0927498	-0.14856
2014.16027	-0.02309	0.0928498	-0.14455
2014.16301	-0.02511	0.0934398	-0.14559
2014.16575	-0.02506	0.0938698	-0.14561
2014.16849	-0.02496	0.0935498	-0.14859
2014.17123	-0.02443	0.0927898	-0.14963
2014.17397	-0.025	0.0923998	-0.14458
2014.17671	-0.02516	0.0933598	-0.14867
2014.17945	-0.02433	0.0919498	-0.14777
2014.18219	-0.02535	0.0937598	-0.14567
2014.18493	-0.0252	0.0944398	-0.14619
2014.18767	-0.02578	0.0932398	-0.14434
2014.19041	-0.02538	0.0947498	-0.14225
2014.19315	-0.02518	0.0927198	-0.14289
2014.19589	-0.02667	0.0939598	-0.14319
2014.19863	-0.02745	0.0937598	-0.14341
2014.20137	-0.02657	0.0947398	-0.14367
2014.20411	-0.02596	0.0928698	-0.14083
2014.20685	-0.02453	0.0942098	-0.14533
2014.20959	-0.02469	0.0932798	-0.14156
2014.21233	-0.0251	0.0954098	-0.14469
2014.21507	-0.02564	0.0933798	-0.14239
2014.21781	-0.02547	0.0939198	-0.14273
2014.22055	-0.02647	0.0942398	-0.14881
2014.22329	-0.02593	0.0944598	-0.14546
2014.22603	-0.02584	0.0943498	-0.13911
2014.22877	-0.0256	0.0936898	-0.14291
2014.23151	-0.02615	0.0940498	-0.13932
2014.23425	-0.02656	0.0947298	-0.13812
2014.23699	-0.02548	0.0942598	-0.13938
2014.23973	-0.02611	0.0941398	-0.1403
2014.24247	-0.0249	0.0940198	-0.13888
2014.24521	-0.02437	0.0939298	-0.14443
2014.24795	-0.02526	0.0942898	-0.14281
2014.25068	-0.02401	0.0963598	-0.14615
2014.25342	-0.02592	0.0950498	-0.14241
2014.25616	-0.02466	0.0983498	-0.14237
2014.2589	-0.02693	0.0967798	-0.14376
2014.26164	-0.02668	0.0962698	-0.1417
2014.26438	-0.02665	0.0965598	-0.1416
2014.26712	-0.02662	0.0953998	-0.13956
2014.26986	-0.02596	0.0980898	-0.14146
2014.2726	-0.02571	0.0986198	-0.14235
2014.27534	-0.02375	0.0968198	-0.14247
2014.27808	-0.02577	0.0978798	-0.14338
2014.28082	-0.02662	0.0985698	-0.14482
2014.28356	-0.0268	0.0966998	-0.14331
2014.2863	-0.02572	0.0969398	-0.13918
2014.28904	-0.02547	0.0979798	-0.1407
2014.29178	-0.02536	0.0980398	-0.14502
2014.29452	-0.02595	0.0986598	-0.14689
2014.29726	-0.02524	0.0985098	-0.14933
2014.3	-0.02415	0.0969898	-0.14525
2014.30274	-0.02492	0.0972898	-0.14513
2014.30548	-0.02496	0.0983898	-0.14573
2014.30822	-0.0265	0.0980598	-0.14122
2014.31096	-0.02629	0.0976798	-0.14438
2014.3137	-0.02531	0.0968398	-0.14529
2014.31644	-0.02425	0.0969398	-0.14562
2014.31918	-0.0265	0.1000998	-0.14446
2014.32192	-0.0272	0.0980998	-0.14545
2014.32466	-0.0271	0.0997198	-0.13868
2014.3274	-0.02574	0.0999298	-0.13977
2014.33014	-0.02704	0.0957698	-0.14056
2014.33288	-0.02558	0.0979398	-0.14718
2014.33562	-0.02278	0.0979498	-0.14471
2014.33836	-0.02478	0.0987698	-0.14476
2014.3411	-0.02583	0.0989698	-0.13958
2014.34384	-0.02565	0.0979098	-0.13636
2014.34658	-0.02539	0.1007598	-0.14563
2014.34932	-0.02457	0.0984398	-0.13798
2014.35205	-0.02597	0.1003398	-0.14301
2014.35479	-0.0237	0.0987598	-0.15047
2014.35753	-0.0261	0.1002898	-0.14027
2014.36027	-0.0255	0.0990398	-0.13522
2014.36301	-0.02195	0.1007798	-0.13815
2014.36575	-0.02445	0.1003898	-0.14047
2014.36849	-0.02471	0.1002798	-0.13795
2014.37123	-0.02417	0.0995998	-0.14518
2014.37397	-0.02557	0.0997698	-0.14403
2014.37671	-0.02618	0.1020198	-0.14175
2014.37945	-0.0245	0.1002098	-0.14376
2014.38219	-0.02497	0.1010298	-0.14102
2014.38493	-0.02489	0.1009998	-0.13929
2014.38767	-0.02621	0.1013998	-0.14313
2014.39041	-0.02638	0.1032698	-0.14454
2014.39315	-0.02474	0.1018898	-0.1429
2014.39589	-0.0254	0.1015098	-0.14627
2014.39863	-0.02631	0.1013898	-0.13633
2014.40137	-0.02596	0.1027998	-0.13759
2014.40411	-0.02609	0.1005098	-0.14169
2014.40685	-0.02629	0.1005698	-0.13711
2014.40959	-0.025	0.1017598	-0.14504
2014.41233	-0.02382	0.0995998	-0.14303
2014.41507	-0.02531	0.1037198	-0.14918
2014.41781	-0.02496	0.1007798	-0.14411
2014.42055	-0.0251	0.1035098	-0.13957
2014.42329	-0.02593	0.1013598	-0.13954
2014.42603	-0.02376	0.1023398	-0.14647
2014.42877	-0.02507	0.0988398	-0.14983
2014.43151	-0.02484	0.1031998	-0.1416
2014.43425	-0.02132	0.1018098	-0.14214
2014.43699	-0.0268	0.1020398	-0.14118
2014.43973	-0.02446	0.1037498	-0.14655
2014.44247	-0.02498	0.1019598	-0.14361
2014.44521	-0.02638	0.1022798	-0.14175
2014.44795	-0.02461	0.1057398	-0.14219
2014.45068	-0.02391	0.1049898	-0.14508
2014.45342	-0.02572	0.1070098	-0.14345
2014.45616	-0.02457	0.1027498	-0.14168
2014.4589	-0.02396	0.1034698	-0.14308
2014.46164	-0.01921	0.1037498	-0.15905
2014.46438	-0.02131	0.1039098	-0.14623
2014.46712	-0.02526	0.1046098	-0.14469
2014.46986	-0.02417	0.1052098	-0.13728
2014.4726	-0.02352	0.1027798	-0.14022
2014.47534	-0.02753	0.1051298	-0.13084
2014.47808	-0.0238	0.1060398	-0.1423
2014.48082	-0.02506	0.1043698	-0.14381
2014.48356	-0.02354	0.1048398	-0.13792
2014.4863	-0.02691	0.1040298	-0.14022
2014.48904	-0.02593	0.1039898	-0.13831
2014.49178	-0.02491	0.1051298	-0.14277
2014.49452	-0.02651	0.1063898	-0.13975
2014.49726	-0.02395	0.1036298	-0.14076
2014.5	-0.02592	0.1042498	-0.14196
2014.50274	-0.02423	0.1051198	-0.14239
2014.50548	-0.02058	0.1067098	-0.15076
2014.50822	-0.02745	0.1069998	-0.14032
2014.51096	-0.02266	0.1033898	-0.14478
2014.5137	-0.02692	0.1073198	-0.14148
2014.51644	-0.02252	0.1060898	-0.14783
2014.51918	-0.0203	0.1069598	-0.15008
2014.52192	-0.02436	0.1055498	-0.13836
2014.52466	-0.02077	0.1047898	-0.14714
2014.5274	-0.02197	0.1053998	-0.13608
2014.53014	-0.02602	0.1051398	-0.14494
2014.53288	-0.02327	0.1043598	-0.1476
2014.53562	-0.02513	0.1060098	-0.14756
2014.53836	-0.02673	0.1044898	-0.15032
2014.5411	-0.02608	0.1071098	-0.15034
2014.54384	-0.02649	0.1073198	-0.14123
2014.54658	-0.02507	0.1069398	-0.14879
2014.54932	-0.02748	0.1093498	-0.13722
2014.55205	-0.02559	0.1052398	-0.15128
2014.55479	-0.02276	0.1079298	-0.14397
2014.55753	-0.02638	0.1075798	-0.14407
2014.56027	-0.01866	0.1002698	-0.15515
2014.56301	-0.02697	0.1092798	-0.15049
2014.56575	-0.02562	0.1061098	-0.14369
2014.56849	-0.02564	0.1075498	-0.14652
2014.57123	-0.02585	0.1063898	-0.14579
2014.57397	-0.02729	0.1096098	-0.15408
2014.57671	-0.02566	0.1059898	-0.13821
2014.57945	-0.02377	0.1073198	-0.15237
2014.58219	-0.02215	0.1074198	-0.15671
2014.58493	-0.02972	0.1100198	-0.14486
2014.58767	-0.02161	0.1072598	-0.15337
2014.59041	-0.02078	0.1046698	-0.14413
2014.59315	-0.01997	0.1074098	-0.16148
2014.59589	-0.02425	0.1068598	-0.15424
2014.59863	-0.02519	0.1077998	-0.15249
2014.60137	-0.02377	0.1091898	-0.15774
2014.60411	-0.02576	0.1088598	-0.14929
2014.60685	-0.02484	0.1071198	-0.15367
2014.60959	-0.02313	0.1090598	-0.15502
2014.61233	-0.02455	0.1099098	-0.14816
2014.61507	-0.02571	0.1079098	-0.15425
2014.61781	-0.02483	0.1085098	-0.14834
2014.62055	-0.02236	0.1091898	-0.14983
2014.62329	-0.0227	0.1096798	-0.14643
2014.62603	-0.02375	0.1073198	-0.15336
2014.62877	-0.02758	0.1090798	-0.15573
2014.63151	-0.0262	0.1107698	-0.15142
2014.63425	-0.02692	0.1085498	-0.14992
2014.63699	-0.02642	0.1094998	-0.15138
2014.63973	-0.02567	0.1093598	-0.15721
2014.64247	-0.02629	0.1052198	-0.15231
2014.64521	-0.02487	0.1076698	-0.15422
2014.64795	-0.02342	0.1081698	-0.15732
2014.65068	-0.0254	0.1075698	-0.1563
2014.65342	-0.02702	0.1090798	-0.1509
2014.65616	-0.02453	0.1114798	-0.15966
2014.6589	-0.02741	0.1074998	-0.15726
2014.66164	-0.02489	0.1096598	-0.15699
2014.66438	-0.02298	0.1100298	-0.15878
2014.66712	-0.02516	0.1081698	-0.15843
2014.66986	-0.02283	0.1075798	-0.15251
2014.6726	-0.02636	0.1090598	-0.15217
2014.67534	-0.02663	0.1089298	-0.14911
2014.67808	-0.02567	0.1111198	-0.15064
2014.68082	-0.02644	0.1107898	-0.15358
2014.68356	-0.02531	0.1097998	-0.1564
2014.6863	-0.02441	0.1104898	-0.16323
2014.68904	-0.02505	0.1094898	-0.15853
2014.69178	-0.02669	0.1096198	-0.16111
2014.69452	-0.02449	0.1096598	-0.15861
2014.69726	-0.02465	0.1090398	-0.15848
2014.7	-0.02687	0.1099398	-0.15671
2014.70274	-0.0212	0.1094098	-0.16596
2014.70548	-0.02363	0.1097998	-0.15965
2014.70822	-0.02387	0.1097298	-0.15934
2014.71096	-0.02347	0.1108398	-0.16363
2014.7137	-0.02767	0.1114998	-0.16268
2014.71644	-0.02784	0.1089598	-0.15159
2014.71918	-0.026	0.1091098	-0.15257
2014.72192	-0.02437	0.1116098	-0.16115
2014.72466	-0.02891	0.1119298	-0.16135
2014.7274	-0.02443	0.1098798	-0.16053
2014.73014	-0.02594	0.1094998	-0.15683
2014.73288	-0.02611	0.1107998	-0.15791
2014.73562	-0.02314	0.1102898	-0.1602
2014.73836	-0.02363	0.1118498	-0.16183
2014.7411	-0.0239	0.1107498	-0.15937
2014.74384	-0.02377	0.1118498	-0.16514
2014.74658	-0.02577	0.1111898	-0.15944
2014.74932	-0.02526	0.1112898	-0.1567
2014.75205	-0.02469	0.1110398	-0.15543
2014.75479	-0.02525	0.1104498	-0.15731
2014.75753	-0.02622	0.1111498	-0.16594
2014.76027	-0.02674	0.1132898	-0.1692
2014.76301	-0.02667	0.1127498	-0.16324
2014.76575	-0.02688	0.1132198	-0.1649
2014.76849	-0.0273	0.1125598	-0.16513
2014.77123	-0.02604	0.1129898	-0.16502
2014.77397	-0.02636	0.1134298	-0.16154
2014.77671	-0.02842	0.1145198	-0.16551
2014.77945	-0.02447	0.1130698	-0.16761
