Year	EW(m)	NS(m)	UD(m)
2000.12705	-0.01006	0.02935	-0.00226
2000.12978	-0.00922	0.02791	-0.00302
2000.13251	-0.00702	0.02855	-0.00397
2000.13525	-0.00889	0.02814	-0.00177
2000.13798	-0.00841	0.02793	-0.00125
2000.14071	-0.01033	0.02889	0.00155
2000.14344	-0.00841	0.02801	-0.00128
2000.14617	-0.00746	0.02738	-0.01091
2000.14891	-0.00848	0.02493	-0.01282
2000.15164	-0.00911	0.02812	-0.01105
2000.15437	-0.00857	0.02817	-0.01076
2000.1571	-0.00862	0.0303	-0.0116
2000.15984	-0.01011	0.02702	-0.01708
2000.16257	-0.00967	0.03017	-0.01334
2000.1653	-0.01123	0.02863	-0.01355
2000.16803	-0.00915	0.02835	-0.01128
2000.17077	-0.00941	0.03115	-0.01372
2000.1735	-0.01123	0.03103	-0.01172
2000.17623	-0.0084	0.03009	-0.01306
2000.17896	-0.00862	0.03076	-0.00946
2000.18169	-0.0084	0.03098	-0.00937
2000.18443	-0.00927	0.02874	-0.00436
2000.18716	-0.0108	0.03046	-0.0094
2000.18989	-0.00797	0.02977	-0.00804
2000.19262	-0.00982	0.03296	-0.00728
2000.19536	-0.0093	0.03267	-0.00644
2000.19809	-0.01117	0.03246	-0.00725
2000.20082	-0.00855	0.03146	-0.00533
2000.20355	-0.01129	0.03148	-0.01047
2000.20628	-0.01042	0.03208	-0.01207
2000.20902	-0.01191	0.03124	-0.007
2000.21175	-0.01242	0.03586	-0.0108
2000.21448	-0.0089	0.03317	-0.01513
2000.21721	-0.00933	0.03107	-0.01379
2000.21995	-0.00881	0.03187	-0.01036
2000.22268	-0.00837	0.02975	-0.00908
2000.22541	-0.00746	0.03125	-0.01095
2000.22814	-0.01008	0.03215	-0.00438
2000.23087	-0.01056	0.03036	-0.00576
2000.23361	-0.01346	0.033	-0.00024
2000.23634	-0.00746	0.03182	-0.00752
2000.23907	-0.00876	0.03134	-0.01076
2000.2418	-0.0117	0.03016	-0.00148
2000.24454	-0.01005	0.03225	-0.00404
2000.24727	-0.00887	0.03223	-0.00872
2000.25	-0.01035	0.03343	-0.01036
2000.25273	-0.0118	0.03219	-0.00574
2000.25546	-0.01045	0.03161	-0.00781
2000.2582	-0.00831	0.03219	-0.00225
2000.26093	-0.0121	0.0307	-0.00302
2000.26366	-0.00969	0.03276	-0.00403
2000.26639	-0.01077	0.03298	-0.00385
2000.26913	-0.00951	0.03283	-0.00078
2000.27186	-0.00757	0.03248	-0.00324
2000.27459	-0.00977	0.03071	0.00553
2000.27732	-0.01199	0.03245	0.00775
2000.28005	-0.01053	0.03401	0.00509
2000.28279	-0.00893	0.03147	0.0026
2000.28552	-0.01106	0.03261	0.00277
2000.28825	-0.01039	0.03342	0.00228
2000.29098	-0.01141	0.03516	0.00645
2000.29372	-0.01024	0.03385	0.00738
