YYYY	EW(m)	NS(m)	UD(m)
2013.28082	-0.02727	0.0758244	-0.0015
2013.28356	-0.02813	0.0758044	0.00198
2013.2863	-0.02714	0.0752344	0.00228
2013.28904	-0.02867	0.0769944	0.00067
2013.29178	-0.02659	0.0775244	-0.00101
2013.29452	-0.02729	0.0767344	-0.00223
2013.29726	-0.02701	0.0763344	-0.00644
2013.3	-0.02881	0.0766944	-0.00143
2013.30274	-0.02802	0.0765944	-0.0013
2013.30548	-0.0286	0.0760144	-0.00395
2013.30822	-0.02798	0.0773244	-0.00568
2013.31096	-0.02716	0.0752644	0.00057
2013.3137	-0.02821	0.0775944	-0.00407
2013.31644	-0.02763	0.0767444	0.00344
2013.31918	-0.02896	0.0772344	-0.00243
2013.32192	-0.02743	0.0775544	-0.00685
2013.32466	-0.0286	0.0778244	-0.00518
2013.3274	-0.02812	0.0765044	-0.00288
2013.33014	-0.02878	0.0780444	-0.00211
2013.33288	-0.02958	0.0774544	-0.00383
2013.33562	-0.02998	0.0780444	-0.00552
2013.33836	-0.02964	0.0767544	-0.00413
2013.3411	-0.0292	0.0759444	-0.00751
2013.34384	-0.0277	0.0777144	-0.00509
2013.34658	-0.02869	0.0779344	-0.00996
2013.34932	-0.0277	0.0751144	-0.00447
2013.35205	-0.02902	0.0745144	-0.0036
2013.35479	-0.0299	0.0753744	0.00323
2013.35753	-0.02921	0.0770344	0.00533
2013.36027	-0.02941	0.0771044	-0.0018
2013.36301	-0.02531	0.0759544	-0.00741
2013.36575	-0.0292	0.0784444	-0.00605
2013.36849	-0.03011	0.0778444	-0.00706
2013.37123	-0.03022	0.0799644	-0.00377
2013.37397	-0.02788	0.0762544	-0.00299
2013.37671	-0.02955	0.0776944	-0.00156
2013.37945	-0.02847	0.0776744	0.00515
2013.38219	-0.02901	0.0783244	0.00316
2013.38493	-0.02891	0.0781744	0.00208
2013.38767	-0.02788	0.0785644	-0.0017
2013.39041	-0.03034	0.0776844	-0.00112
2013.39315	-0.02963	0.0766044	-0.00111
2013.39589	-0.02734	0.0784044	-0.00108
2013.39863	-0.02699	0.0763544	0.00142
2013.40137	-0.03052	0.0786544	0.0005
2013.40411	-0.02705	0.0770844	0.00052
2013.40685	-0.02881	0.0770044	-0.00091
2013.40959	-0.02952	0.0773844	0.00186
2013.41233	-0.03014	0.0777644	0.00312
2013.41507	-0.03025	0.0771444	0.0038
2013.41781	-0.02835	0.0775044	0.00185
2013.42055	-0.03174	0.0788844	-0.00232
2013.42329	-0.02957	0.0765744	0.0029
2013.42603	-0.03449	0.0804444	0.0009
2013.42877	-0.032	0.0794644	0.00054
2013.43151	-0.03215	0.0815344	0.00583
2013.43425	-0.03327	0.0823344	-0.00449
2013.43699	-0.02912	0.0769844	-0.00598
2013.43973	-0.03005	0.0777244	0.00249
2013.44247	-0.0318	0.0798044	0.00301
2013.44521	-0.03129	0.0803744	0.00264
2013.44795	-0.03254	0.0815744	0.00661
2013.45068	-0.03238	0.0818844	0.00025
2013.45342	-0.03194	0.0807444	0.00367
2013.45616	-0.03054	0.0790844	-0.00183
2013.4589	-0.02837	0.0775444	0.00556
2013.46164	-0.02905	0.0795844	0.01191
2013.46438	-0.03127	0.0798544	0.0089
2013.46712	-0.0298	0.0812044	0.00877
2013.46986	-0.02876	0.0812444	-0.00264
2013.4726	-0.03001	0.0805744	-0.00582
2013.47534	-0.03178	0.0823644	0.00676
2013.47808	-0.03358	0.0797544	0.0074
2013.48082	-0.03079	0.0796944	0.00419
2013.48356	-0.0325	0.0795544	0.00668
2013.4863	-0.03175	0.0808244	0.01093
2013.48904	-0.03188	0.0809244	0.00132
2013.49178	-0.03173	0.0810044	0.00432
2013.49452	-0.03299	0.0820344	0.008
2013.49726	-0.02926	0.0790044	0.00663
2013.5	-0.03146	0.0813444	0.00901
2013.50274	-0.02798	0.0840344	0.00542
2013.50548	-0.02997	0.0793044	0.02028
2013.50822	-0.02958	0.0815544	0.01229
2013.51096	-0.03554	0.0864344	0.02036
2013.5137	-0.03377	0.0835244	0.02247
2013.51644	-0.0279	0.0809044	0.01282
2013.51918	-0.02795	0.0810044	0.00409
2013.52192	-0.02705	0.0817744	0.00559
2013.52466	-0.02518	0.0803444	0.00001
2013.5274	-0.03051	0.0800144	-0.00012
2013.53014	-0.03247	0.0841044	0.00561
2013.53288	-0.02869	0.0853044	0.00274
2013.53562	-0.03304	0.0788444	0.0009
2013.53836	-0.03271	0.0847344	0.00756
2013.5411	-0.03285	0.0815344	0.00763
2013.54384	-0.02779	0.0811344	-0.0028
2013.54658	-0.0284	0.0806644	-0.00393
2013.54932	-0.02921	0.0842444	0.00267
2013.55205	-0.03188	0.0822244	0.00118
2013.55479	-0.03213	0.0822144	0.00083
2013.55753	-0.03108	0.0818144	0.0007
2013.56027	-0.03199	0.0841844	0.00694
2013.56301	-0.02861	0.0859344	0.00222
2013.56575	-0.03132	0.0827144	0.00396
2013.56849	-0.03048	0.0798144	0.00191
2013.57123	-0.03205	0.0843844	0.00601
2013.57397	-0.03174	0.0798244	-0.00045
2013.57671	-0.03354	0.0839744	0.00236
2013.57945	-0.03036	0.0815344	-0.0016
2013.58219	-0.032	0.0812244	-0.00704
2013.58493	-0.03167	0.0839944	-0.00412
2013.58767	-0.03188	0.0823044	-0.0043
2013.59041	-0.03351	0.0822044	0.00002
2013.59315	-0.03434	0.0836044	0.00654
2013.59589	-0.03256	0.0840644	0.00306
2013.59863	-0.03013	0.0815544	-0.00435
2013.60137	-0.03136	0.0834044	-0.00053
2013.60411	-0.03338	0.0860144	-0.00201
2013.60685	-0.03542	0.0862244	-0.00253
2013.60959	-0.03373	0.0845344	0.00491
2013.61233	-0.03313	0.0850144	-0.00097
2013.61507	-0.03341	0.0844844	-0.00891
2013.61781	-0.03406	0.0836044	0.0011
2013.62055	-0.03809	0.0842044	0.00493
2013.62329	-0.03276	0.0822544	0.00753
2013.62603	-0.02943	0.0854044	0.00192
2013.62877	-0.0303	0.0867344	0.00115
2013.63151	-0.03537	0.0858444	-0.00398
2013.63425	-0.03537	0.0884944	0.00297
2013.63699	-0.02763	0.0859244	0.00077
2013.63973	-0.03041	0.0857644	0.00662
2013.64247	-0.02729	0.0873644	-0.01053
2013.64521	-0.03337	0.0890644	-0.0051
2013.64795	-0.03236	0.0863044	-0.00116
2013.65068	-0.03416	0.0877544	-0.00217
2013.65342	-0.03386	0.0872844	-0.00471
2013.65616	-0.03129	0.0847744	-0.00467
2013.6589	-0.03127	0.0863244	-0.00215
2013.66164	-0.03228	0.0841944	-0.00187
2013.66438	-0.03497	0.0861444	-0.00437
2013.66712	-0.03298	0.0838944	-0.00252
2013.66986	-0.03159	0.0863044	-0.00779
2013.6726	-0.03219	0.0906344	-0.00205
2013.67534	-0.03226	0.0853344	-0.00069
2013.67808	-0.03356	0.0873244	-0.00498
2013.68082	-0.0306	0.0863644	-0.0068
2013.68356	-0.03248	0.0870344	-0.00639
2013.6863	-0.03199	0.0857844	-0.00326
2013.68904	-0.03386	0.0878844	-0.00358
2013.69178	-0.0328	0.0864744	-0.00897
2013.69452	-0.03443	0.0875544	-0.00303
2013.69726	-0.03474	0.0869644	-0.00032
2013.7	-0.03333	0.0866844	0.001
2013.70274	-0.03064	0.0877344	-0.0054
2013.70548	-0.03203	0.0865844	-0.00425
2013.70822	-0.0324	0.0863844	0.00641
2013.71096	-0.03546	0.0890544	-0.00114
2013.7137	-0.0355	0.0868244	-0.00528
2013.71644	-0.03126	0.0847344	-0.00571
2013.71918	-0.0328	0.0863844	-0.00046
2013.72192	-0.03168	0.0870444	-0.00726
2013.72466	-0.03212	0.0856944	-0.00486
2013.7274	-0.03095	0.0858844	-0.01015
2013.73014	-0.03201	0.0867744	-0.00763
2013.73288	-0.03353	0.0857444	-0.00513
2013.73562	-0.03443	0.0874044	-0.00466
2013.73836	-0.03462	0.0880144	-0.00735
2013.7411	-0.03358	0.0866044	-0.00237
2013.74384	-0.03461	0.0873444	-0.00316
2013.74658	-0.03415	0.0877244	-0.00413
2013.74932	-0.03427	0.0879344	-0.00709
2013.75205	-0.03353	0.0863444	-0.00922
2013.75479	-0.03447	0.0873844	-0.00248
2013.75753	-0.03641	0.0887544	-0.00525
2013.76027	-0.03553	0.0884844	-0.00479
2013.76301	-0.03507	0.0877444	-0.00604
2013.76575	-0.03564	0.0876544	-0.00636
2013.76849	-0.03434	0.0870244	-0.00592
2013.77123	-0.03493	0.0869744	-0.00297
2013.77397	-0.03306	0.0897844	-0.00702
2013.77671	-0.033	0.0887444	-0.00482
2013.77945	-0.03251	0.0877844	-0.00454
2013.78219	-0.03118	0.0875744	-0.00494
2013.78493	-0.03309	0.0883744	-0.0131
2013.78767	-0.03373	0.0862244	-0.00941
2013.79041	-0.03555	0.0892144	-0.00919
2013.79315	-0.0369	0.0891344	-0.00873
2013.79589	-0.03547	0.0890944	-0.00912
2013.79863	-0.03488	0.0895044	-0.00879
2013.80137	-0.03511	0.0896644	-0.01165
2013.80411	-0.03402	0.0888344	-0.01148
2013.80685	-0.03439	0.0897144	-0.00687
2013.80959	-0.03571	0.0890644	-0.00907
2013.81233	-0.03442	0.0877144	-0.00511
2013.81507	-0.03525	0.0897244	-0.0067
2013.81781	-0.03566	0.0901244	-0.00521
2013.82055	-0.03492	0.0897844	-0.00535
2013.82329	-0.03462	0.0891544	-0.01253
2013.82603	-0.03518	0.0890244	-0.01086
2013.82877	-0.03554	0.0904244	-0.01083
2013.83151	-0.03653	0.0901944	-0.01129
2013.83425	-0.03648	0.0891644	-0.00863
2013.83699	-0.03528	0.0896644	-0.00921
2013.83973	-0.03559	0.0900544	-0.00628
2013.84247	-0.03483	0.0881244	-0.00683
2013.84521	-0.03541	0.0895144	-0.00762
2013.84795	-0.03532	0.0900744	-0.00287
2013.85068	-0.03396	0.0895944	-0.00397
2013.85342	-0.03565	0.0903144	-0.00598
2013.85616	-0.03518	0.0911744	-0.00332
2013.8589	-0.0338	0.0885844	-0.00096
2013.86164	-0.03438	0.0906544	-0.00184
2013.86438	-0.03707	0.0906844	-0.0006
2013.86712	-0.03666	0.0907744	-0.00025
2013.86986	-0.03624	0.0898244	-0.00139
2013.8726	-0.03642	0.0898844	-0.00073
2013.87534	-0.03553	0.0900144	-0.00452
2013.87808	-0.03521	0.0902344	-0.00305
2013.88082	-0.03419	0.0893444	-0.00143
2013.88356	-0.03571	0.0905844	-0.00271
2013.8863	-0.0362	0.0907944	-0.00618
2013.88904	-0.0353	0.0893944	-0.00557
2013.89178	-0.03608	0.0900744	-0.00154
2013.89452	-0.03518	0.0897944	-0.002
2013.89726	-0.03558	0.0910744	-0.00158
2013.9	-0.03494	0.0890544	0.00297
2013.90274	-0.03488	0.0909144	-0.00235
2013.90548	-0.03595	0.0890344	-0.0032
2013.90822	-0.03559	0.0894144	0.00149
2013.91096	-0.03672	0.0888044	0.00054
2013.9137	-0.03693	0.0906844	-0.00311
2013.91644	-0.03618	0.0899644	-0.00261
2013.91918	-0.03643	0.0915344	-0.00479
2013.92192	-0.03636	0.0910944	-0.00401
2013.92466	-0.03552	0.0904144	-0.00582
2013.9274	-0.03575	0.0905044	-0.00262
2013.93014	-0.03612	0.0905744	-0.00371
2013.93288	-0.0369	0.0914244	-0.00443
2013.93562	-0.03666	0.0906644	-0.00405
2013.93836	-0.0364	0.0897044	0.00121
2013.9411	-0.03508	0.0909744	0.00205
2013.94384	-0.03503	0.0911644	-0.00076
2013.94658	-0.03671	0.0925444	0.00104
2013.94932	-0.03572	0.0910144	-0.00259
2013.95205	-0.03584	0.0912744	-0.00792
2013.95479	-0.03596	0.0912144	-0.00902
2013.95753	-0.03659	0.0930844	-0.00862
2013.96027	-0.03609	0.0912844	-0.01375
2013.96301	-0.03624	0.0915944	-0.00833
2013.96575	-0.03592	0.0916344	-0.00799
2013.96849	-0.03602	0.0908644	-0.00658
2013.97123	-0.03699	0.0927344	-0.00715
2013.97397	-0.03691	0.0931844	-0.00913
2013.97671	-0.03727	0.0921144	-0.00904
2013.97945	-0.03664	0.0931144	-0.0089
2013.98219	-0.03808	0.0929544	-0.01082
2013.98493	-0.0369	0.0927444	-0.00754
2013.98767	-0.03656	0.0926144	-0.00453
2013.99041	-0.03739	0.0936944	-0.00472
2013.99315	-0.03698	0.0930644	0.00302
2013.99589	-0.03699	0.0926444	0.00183
2013.99863	-0.03519	0.0935444	0.00032
2014.00137	-0.03678	0.0936744	0.00008
2014.00411	-0.03689	0.0942144	-0.00387
2014.00685	-0.03645	0.0942944	-0.00623
2014.00959	-0.03676	0.0943144	-0.00302
2014.01233	-0.03693	0.0947144	-0.00238
2014.01507	-0.03613	0.0947744	-0.00732
2014.01781	-0.03569	0.0939144	-0.00919
2014.02055	-0.0369	0.0938844	-0.00588
2014.02329	-0.03624	0.0936344	-0.0043
2014.02603	-0.03738	0.0940944	-0.00983
2014.02877	-0.0369	0.0936344	-0.01006
2014.03151	-0.0363	0.0941144	-0.00925
2014.03425	-0.03698	0.0954944	-0.0128
2014.03699	-0.03842	0.0962144	-0.01174
2014.03973	-0.03742	0.0952744	-0.01066
2014.04247	-0.03757	0.0952444	-0.01108
2014.04521	-0.03783	0.0959844	-0.00945
2014.04795	-0.03706	0.0954244	-0.00914
2014.05068	-0.03634	0.0957044	-0.00693
2014.05342	-0.03773	0.0950344	-0.00881
2014.05616	-0.03707	0.0954844	-0.00198
2014.0589	-0.03845	0.0976644	-0.00329
2014.06164	-0.03805	0.0964244	-0.0016
2014.06438	-0.03647	0.0963144	-0.00604
2014.06712	-0.03665	0.0961044	-0.00409
2014.06986	-0.03721	0.0963044	-0.00225
2014.0726	-0.03696	0.0966344	-0.00599
2014.07534	-0.03733	0.0964244	-0.00152
2014.07808	-0.03691	0.0968944	-0.00098
2014.08082	-0.03745	0.0971044	-0.00301
2014.08356	-0.0376	0.0969744	-0.00149
2014.0863	-0.03801	0.0976044	-0.00053
2014.08904	-0.03644	0.0978244	-0.00304
2014.09178	-0.03749	0.0974644	-0.00277
2014.09452	-0.03686	0.0970844	-0.00625
2014.09726	-0.03605	0.0985244	-0.00889
2014.1	-0.03627	0.0999944	-0.00619
2014.10274	-0.03715	0.0986544	-0.00535
2014.10548	-0.03682	0.0988044	-0.00841
2014.10822	-0.03729	0.0980944	-0.00696
2014.11096	-0.03767	0.0992744	-0.00768
2014.1137	-0.03813	0.1000244	-0.00925
2014.11644	-0.03865	0.0988044	-0.01122
2014.11918	-0.03919	0.0995544	-0.01076
2014.12192	-0.03901	0.1003444	-0.01112
2014.12466	-0.03749	0.1004544	-0.00934
2014.1274	-0.03724	0.1003044	-0.0119
2014.13014	-0.03795	0.1009344	-0.01174
2014.13288	-0.03852	0.1004344	-0.00959
2014.13562	-0.03893	0.1002644	-0.01335
2014.13836	-0.03857	0.0993144	-0.01061
2014.1411	-0.03777	0.1002844	-0.0103
2014.14384	-0.03866	0.1000344	-0.0112
2014.14658	-0.03883	0.1004144	-0.00964
2014.14932	-0.03903	0.0999444	-0.01215
2014.15205	-0.03796	0.1006244	-0.00912
2014.15479	-0.03644	0.1007144	-0.01371
2014.15753	-0.03651	0.1005244	-0.01324
2014.16027	-0.03667	0.1006844	-0.00649
2014.16301	-0.03828	0.1014944	-0.00933
2014.16575	-0.03775	0.1009844	-0.00874
2014.16849	-0.0381	0.1004344	-0.01428
2014.17123	-0.03763	0.1001244	-0.0131
2014.17397	-0.03801	0.0998244	-0.00805
2014.17671	-0.03795	0.1003244	-0.01307
2014.17945	-0.03832	0.1003744	-0.00981
2014.18219	-0.03865	0.1009244	-0.00811
2014.18493	-0.03842	0.1003244	-0.0107
2014.18767	-0.03903	0.1012644	-0.0051
2014.19041	-0.0373	0.1010644	-0.00802
2014.19315	-0.03803	0.0997644	-0.00683
2014.19589	-0.03937	0.1003344	-0.00239
2014.19863	-0.04044	0.1011944	-0.00303
2014.20137	-0.03999	0.1017944	-0.00288
2014.20411	-0.03938	0.1004544	-0.00158
2014.20685	-0.03897	0.1017544	-0.00733
2014.20959	-0.03808	0.1010644	-0.00578
2014.21233	-0.03784	0.1025844	-0.00721
2014.21507	-0.03815	0.1000244	-0.00583
2014.21781	-0.03912	0.1006144	-0.00461
2014.22055	-0.03996	0.1015444	-0.00884
2014.22329	-0.03947	0.1010644	-0.00045
2014.22603	-0.03982	0.1004344	-0.00084
2014.22877	-0.04001	0.1009144	-0.00089
2014.23151	-0.03964	0.1005144	0.00379
2014.23425	-0.03991	0.1019544	-0.00112
2014.23699	-0.03941	0.1011344	-0.00093
2014.23973	-0.04012	0.1010844	0.00139
2014.24247	-0.03909	0.1013444	-0.00255
2014.24521	-0.03822	0.0999344	-0.00804
2014.24795	-0.03923	0.1017144	-0.00492
2014.25068	-0.03949	0.1034844	-0.00687
2014.25342	-0.04004	0.1008844	-0.00364
2014.25616	-0.03962	0.1046444	-0.00316
2014.2589	-0.04129	0.1039844	-0.00381
2014.26164	-0.04118	0.1029344	-0.00261
2014.26438	-0.04084	0.1028944	-0.0014
2014.26712	-0.04098	0.1033644	0
2014.26986	-0.04021	0.1036344	-0.00746
2014.2726	-0.03989	0.1043444	-0.00439
2014.27534	-0.04061	0.1041344	-0.00337
2014.27808	-0.04039	0.1034844	-0.00268
2014.28082	-0.04156	0.1048144	-0.00423
2014.28356	-0.04214	0.1028444	-0.00362
2014.2863	-0.04044	0.1035144	0.00008
2014.28904	-0.03991	0.1039444	-0.00073
2014.29178	-0.04012	0.1022944	-0.0092
2014.29452	-0.04176	0.1041544	-0.007
2014.29726	-0.04033	0.1034844	-0.00528
2014.3	-0.03999	0.1035444	-0.00347
2014.30274	-0.04036	0.1040644	-0.00534
2014.30548	-0.0409	0.1037444	-0.00296
2014.30822	-0.04114	0.1053544	0.00108
2014.31096	-0.04074	0.1042144	-0.00627
2014.3137	-0.04091	0.1029344	-0.00733
2014.31644	-0.03894	0.1034844	-0.0045
2014.31918	-0.04209	0.1060244	-0.00335
2014.32192	-0.04219	0.1038644	-0.00671
2014.32466	-0.04297	0.1051444	-0.00168
2014.3274	-0.04169	0.1058244	0.00069
2014.33014	-0.04312	0.1019144	-0.00451
2014.33288	-0.04015	0.1043044	-0.00516
2014.33562	-0.03948	0.1051744	-0.00076
2014.33836	-0.03998	0.1046144	-0.00429
2014.3411	-0.04152	0.1046244	0.00184
2014.34384	-0.03992	0.1042544	-0.00377
2014.34658	-0.04061	0.1063344	0.00043
2014.34932	-0.04058	0.1045444	0.00047
2014.35205	-0.04208	0.1060344	0.00051
2014.35479	-0.03988	0.1035244	-0.0061
2014.35753	-0.04154	0.1063144	-0.00025
2014.36027	-0.0424	0.1041544	0.00741
2014.36301	-0.03828	0.1060844	0.00637
2014.36575	-0.041	0.1060944	0.00231
2014.36849	-0.04189	0.1073244	-0.00169
2014.37123	-0.04213	0.1058544	0.0022
2014.37397	-0.04128	0.1059644	-0.00136
2014.37671	-0.04259	0.1060044	-0.00542
2014.37945	-0.04049	0.1077544	-0.0012
2014.38219	-0.04166	0.1089644	0.00241
2014.38493	-0.04146	0.1085144	0.00283
2014.38767	-0.04393	0.1082644	-0.00081
2014.39041	-0.04196	0.1104044	-0.0023
2014.39315	-0.04235	0.1068944	-0.00404
2014.39589	-0.041	0.1095344	0.00194
2014.39863	-0.04338	0.1072544	0.00511
2014.40137	-0.04212	0.1101444	0.00532
2014.40411	-0.04336	0.1070344	0.00599
2014.40685	-0.04256	0.1088044	0.00728
2014.40959	-0.04254	0.1067244	-0.00001
2014.41233	-0.0424	0.1070744	-0.00093
2014.41507	-0.04342	0.1090744	-0.00147
2014.41781	-0.04269	0.1069544	-0.0005
2014.42055	-0.04352	0.1084544	0.00463
2014.42329	-0.04145	0.1081844	0.00099
2014.42603	-0.04399	0.1063744	0.0017
2014.42877	-0.04189	0.1031344	-0.00499
2014.43151	-0.04173	0.1084144	0.00355
2014.43425	-0.04111	0.1078244	-0.00045
2014.43699	-0.0419	0.1109844	0.00919
2014.43973	-0.04112	0.1103344	0.00293
2014.44247	-0.04259	0.1087544	0.0023
2014.44521	-0.04396	0.1070744	0.00598
2014.44795	-0.04213	0.1100644	0.00766
2014.45068	-0.04251	0.1097744	0.0067
2014.45342	-0.04417	0.1101744	0.00354
2014.45616	-0.04161	0.1083844	0.00701
2014.4589	-0.04062	0.1099344	0.00453
2014.46164	-0.03975	0.1096644	0.0023
2014.46438	-0.04077	0.1092644	0.00034
2014.46712	-0.04317	0.1111644	0.00176
2014.46986	-0.04309	0.1097044	0.008
2014.4726	-0.04004	0.1121444	0.00662
2014.47534	-0.04322	0.1115144	0.00824
2014.47808	-0.04115	0.1140244	0.00713
2014.48082	-0.04333	0.1106844	0.00283
2014.48356	-0.04202	0.1122144	0.00028
2014.4863	-0.04277	0.1104044	0.00636
2014.48904	-0.04468	0.1134244	0.01717
2014.49178	-0.04227	0.1117844	0.00033
2014.49452	-0.04714	0.1122444	-0.00262
2014.49726	-0.0427	0.1116644	0.00166
2014.5	-0.04331	0.1119844	0.00304
2014.50274	-0.0405	0.1112844	0.00263
2014.50548	-0.03938	0.1118344	0.00034
2014.50822	-0.04374	0.1140544	0.00527
2014.51096	-0.04062	0.1099344	-0.00398
2014.5137	-0.04505	0.1126944	0.01538
2014.51644	-0.03964	0.1106044	0.00442
2014.51918	-0.03795	0.1133944	0.01001
2014.52192	-0.04195	0.1106644	0.01402
2014.52466	-0.03833	0.1095044	0.00703
2014.5274	-0.04267	0.1119544	0.00471
2014.53014	-0.04464	0.1101544	0.01096
2014.53288	-0.04249	0.1129944	0.00283
2014.53562	-0.04304	0.1115544	0.0044
2014.53836	-0.04278	0.1138344	0.00188
2014.5411	-0.04487	0.1141244	0.00136
2014.54384	-0.04434	0.1122744	0.00913
2014.54658	-0.04434	0.1145844	0.00379
2014.54932	-0.04703	0.1158344	0.01197
2014.55205	-0.04422	0.1122144	0.00096
2014.55479	-0.03897	0.1127844	0.00124
2014.55753	-0.04122	0.1138344	0.00754
2014.56027	-0.04167	0.1090244	-0.00568
2014.56301	-0.04546	0.1163644	0.00088
2014.56575	-0.0433	0.1138144	0.00445
2014.56849	-0.0437	0.1123044	-0.00027
2014.57123	-0.04558	0.1143444	0.00686
2014.57671	-0.04234	0.1129044	-0.00185
2014.57945	-0.04196	0.1146144	0.00157
2014.58219	-0.04303	0.1141144	-0.00396
2014.58493	-0.04591	0.1149144	0.00751
2014.58767	-0.04489	0.1157644	0.00815
2014.59041	-0.037	0.1119144	-0.00652
2014.59315	-0.03926	0.1123144	-0.00075
2014.59589	-0.04205	0.1126744	0.00044
2014.59863	-0.04448	0.1153444	0.00272
2014.60137	-0.04407	0.1148944	0.00356
2014.60411	-0.04404	0.1136344	0.00037
2014.60685	-0.04289	0.1118444	0.00072
2014.60959	-0.04325	0.1146544	0.00174
2014.61233	-0.04286	0.1158444	-0.00387
2014.61507	-0.04303	0.1123444	0.00038
2014.61781	-0.04338	0.1149544	0.0028
2014.62055	-0.0424	0.1150644	0.00449
2014.62329	-0.04106	0.1148344	0.00152
2014.62603	-0.04269	0.1131444	-0.0002
2014.62877	-0.04436	0.1158244	-0.01244
2014.63151	-0.04452	0.1149044	0.00067
2014.63425	-0.04533	0.1148844	0.00215
2014.63699	-0.04343	0.1150744	-0.00147
2014.63973	-0.04356	0.1143444	-0.00223
2014.64247	-0.04466	0.1135744	0.00791
2014.64521	-0.04356	0.1145044	0.0005
2014.64795	-0.04248	0.1149344	0.00544
2014.65068	-0.0441	0.1133044	-0.00428
2014.65342	-0.04342	0.1157344	-0.00484
2014.65616	-0.04295	0.1162144	-0.00535
2014.6589	-0.04291	0.1140644	-0.00316
2014.66164	-0.04604	0.1134844	0.00203
2014.66438	-0.04272	0.1144744	-0.0017
2014.66712	-0.04398	0.1137644	0.00149
2014.66986	-0.04071	0.1139444	-0.00308
2014.6726	-0.04419	0.1148444	0.00221
2014.67534	-0.04298	0.1139844	0.00235
2014.67808	-0.0436	0.1157244	0.00532
2014.68082	-0.04426	0.1145344	-0.00168
2014.68356	-0.04185	0.1149144	-0.00136
2014.6863	-0.0438	0.1162144	-0.00386
2014.68904	-0.04315	0.1160244	0.00192
2014.69178	-0.04347	0.1161844	-0.00192
2014.69452	-0.04407	0.1152444	-0.00227
2014.69726	-0.04273	0.1145544	-0.00157
2014.7	-0.04335	0.1151144	-0.00175
2014.70274	-0.03894	0.1143344	-0.00472
2014.70548	-0.04226	0.1155344	-0.00536
2014.70822	-0.04131	0.1164444	-0.00057
2014.71096	-0.04205	0.1161544	-0.00541
2014.7137	-0.04437	0.1166244	-0.00787
2014.71644	-0.04528	0.1171644	-0.00333
2014.71918	-0.04476	0.1156044	-0.00372
2014.72192	-0.04326	0.1187444	-0.00215
2014.72466	-0.04566	0.1183244	-0.00269
2014.7274	-0.04435	0.1161844	-0.00368
2014.73014	-0.04526	0.1154544	-0.00068
2014.73288	-0.0448	0.1170244	0.00185
2014.73562	-0.04467	0.1158444	-0.0004
2014.73836	-0.04233	0.1189344	-0.00486
2014.7411	-0.04336	0.1170644	-0.00241
2014.74384	-0.04387	0.1184344	-0.00535
2014.74658	-0.04538	0.1175644	0.00264
2014.74932	-0.04576	0.1161944	-0.00315
2014.75205	-0.04579	0.1174844	-0.00194
2014.75479	-0.04473	0.1168744	-0.00019
2014.75753	-0.04596	0.1189744	-0.0064
2014.76027	-0.0467	0.1188644	-0.00779
2014.76301	-0.04477	0.1188844	-0.00517
2014.76575	-0.04457	0.1200844	-0.0026
2014.76849	-0.0473	0.1183744	-0.00753
2014.77123	-0.04563	0.1187744	-0.00498
2014.77397	-0.04628	0.1177444	-0.00315
2014.77671	-0.04828	0.1198244	-0.01146
2014.77945	-0.04517	0.1180744	-0.01065
2014.78219	-0.04563	0.1187144	-0.00185
2014.78493	-0.04707	0.1184544	-0.00608
2014.78767	-0.04717	0.1200644	-0.00415
2014.79041	-0.046	0.1194044	-0.00671
2014.79315	-0.04644	0.1196844	-0.00347
2014.79589	-0.04626	0.1194844	-0.00253
2014.79863	-0.04646	0.1203644	-0.00108
2014.80137	-0.04553	0.1187644	-0.00578
2014.80411	-0.04782	0.1181844	-0.00503
2014.80685	-0.04727	0.1187344	-0.00299
2014.80959	-0.04761	0.1194044	0.00134
2014.81233	-0.04686	0.1186844	-0.00033
2014.81507	-0.04589	0.1196144	-0.00202
2014.81781	-0.04581	0.1202244	-0.00662
2014.82055	-0.04725	0.1194144	-0.00208
2014.82329	-0.04593	0.1192744	-0.00482
2014.82603	-0.04666	0.1209644	-0.00399
2014.82877	-0.04634	0.1209644	-0.00343
2014.83151	-0.04573	0.1188944	0.00222
2014.83425	-0.04723	0.1183644	0.00315
2014.83699	-0.04737	0.1187544	-0.00167
2014.83973	-0.04787	0.1192044	0.0016
2014.84247	-0.04761	0.1197344	-0.00538
2014.84521	-0.04633	0.1195744	-0.00167
2014.84795	-0.04609	0.1190044	-0.00514
2014.85068	-0.04671	0.1187344	-0.00342
2014.85342	-0.04637	0.1189844	-0.00393
2014.85616	-0.04588	0.1195144	-0.00311
2014.8589	-0.04589	0.1200744	-0.00332
2014.86164	-0.04534	0.1200644	-0.00102
2014.86438	-0.04618	0.1193344	0.00087
2014.86712	-0.0472	0.1186944	0.0014
2014.86986	-0.04687	0.1196344	-0.00173
2014.8726	-0.04748	0.1195144	-0.002
2014.87534	-0.04689	0.1193944	-0.00398
2014.87808	-0.04716	0.1198344	-0.00418
2014.88082	-0.04822	0.1203944	-0.00197
2014.88356	-0.04895	0.1210944	-0.0015
2014.8863	-0.04747	0.1218244	-0.00178
2014.88904	-0.04765	0.1221444	-0.00229
2014.89178	-0.04787	0.1218344	-0.00279
2014.89452	-0.04771	0.1215644	-0.00471
2014.89726	-0.04897	0.1219444	-0.00147
2014.9	-0.04899	0.1229244	0.00127
