YYYY	EW(m)	NS(m)	UD(m)
2016.54781	-0.06703	0.1745644	0.01013
2016.55055	-0.07093	0.1698544	0.00418
2016.55328	-0.06954	0.1747244	0.00958
2016.55601	-0.06905	0.1726244	0.00828
2016.55874	-0.07002	0.1739644	0.00747
2016.56148	-0.06519	0.1726944	0.01383
2016.56421	-0.06389	0.1701144	0.0024
2016.56694	-0.06539	0.1720644	0.00779
2016.56967	-0.06731	0.1749444	-0.00119
2016.5724	-0.06495	0.1729144	-0.00061
2016.57514	-0.06892	0.1747844	0.00227
2016.57787	-0.06874	0.1746244	-0.00472
2016.5806	-0.06476	0.1741244	0.00275
2016.58333	-0.06699	0.1734144	0.0008
2016.58607	-0.06633	0.1721744	0.00597
2016.5888	-0.06576	0.1719244	0.00377
2016.59153	-0.06884	0.1720444	0.01336
2016.59426	-0.06803	0.1716044	0.00573
2016.59699	-0.06667	0.1718744	0.00143
2016.59973	-0.06333	0.1721944	0.00308
2016.60246	-0.06517	0.1730144	0.00177
2016.60519	-0.06564	0.1732544	0.00158
2016.60792	-0.06758	0.1737344	0.00592
2016.61066	-0.07071	0.1743944	0.00492
2016.61339	-0.06918	0.1745844	0.00572
2016.61612	-0.06065	0.1744944	0.00226
2016.61885	-0.06034	0.1771044	0.00139
2016.62158	-0.06569	0.1744244	0.00104
2016.62432	-0.06513	0.1746044	-0.00107
2016.62705	-0.0666	0.1743044	0.00718
2016.62978	-0.0678	0.1740544	0.0052
2016.63251	-0.06413	0.1751344	-0.00618
2016.63525	-0.06808	0.1752244	0.00417
2016.63798	-0.06896	0.1765544	0.00068
2016.64071	-0.06816	0.1763344	0.00165
2016.64344	-0.06068	0.1787244	0.00718
2016.64617	-0.06482	0.1740844	0.00313
2016.64891	-0.06727	0.1762144	-0.00316
2016.65164	-0.06786	0.1744344	-0.00014
2016.65437	-0.06873	0.1756944	0.00208
2016.6571	-0.06948	0.1757844	0.00614
2016.65984	-0.06807	0.1775744	0.0056
2016.66257	-0.06752	0.1735944	0.01144
2016.6653	-0.06958	0.1732644	0.01792
2016.66803	-0.06687	0.1767044	0.01019
2016.67077	-0.07023	0.1740844	0.00794
2016.6735	-0.06753	0.1755644	0.00348
2016.67623	-0.06541	0.1762844	0.00861
2016.67896	-0.06854	0.1749144	0.00047
2016.68169	-0.06671	0.1749744	0.00671
2016.68443	-0.06789	0.1747144	0.00266
2016.68716	-0.0679	0.1748544	0.00856
2016.68989	-0.0695	0.1783344	0.00388
2016.69262	-0.06735	0.1788744	0.00112
2016.69536	-0.06867	0.1771544	-0.00062
2016.69809	-0.06865	0.1766444	0.00478
2016.70082	-0.06823	0.1762744	-0.00031
2016.70355	-0.06938	0.1786944	-0.00087
2016.70628	-0.06843	0.1766344	-0.00154
2016.70902	-0.0672	0.1772644	-0.00516
2016.71175	-0.06799	0.1760344	-0.00007
2016.71448	-0.06714	0.1764944	-0.00486
2016.71721	-0.06966	0.1773444	-0.00177
2016.71995	-0.06959	0.1786844	-0.00175
2016.72268	-0.06863	0.1767644	0.00312
2016.72541	-0.0664	0.1773644	0.00808
2016.72814	-0.06888	0.1782844	-0.00348
2016.73087	-0.06818	0.1775244	0.00024
2016.73361	-0.06944	0.1776844	-0.00247
2016.73634	-0.06822	0.1767044	0.00101
2016.73907	-0.06589	0.1761044	-0.00816
2016.7418	-0.06826	0.1773644	-0.00199
2016.74454	-0.06667	0.1768944	0.00183
2016.74727	-0.07043	0.1784944	-0.00032
2016.75	-0.06881	0.1780044	0.00074
2016.75273	-0.06875	0.1771044	0.0011
2016.75546	-0.06768	0.1766644	0.00275
2016.7582	-0.06598	0.1760144	0.00133
2016.76093	-0.0674	0.1773044	-0.00205
2016.76366	-0.06735	0.1762144	0.00077
2016.76639	-0.06579	0.1766344	-0.00063
2016.76913	-0.06667	0.1756844	-0.00138
2016.77186	-0.06791	0.1768244	-0.00037
2016.77459	-0.06794	0.1778644	-0.00295
2016.77732	-0.06677	0.1790144	-0.00372
2016.78005	-0.06843	0.1780844	-0.00412
2016.78279	-0.06821	0.1786844	-0.0012
2016.78552	-0.069	0.1793344	-0.00446
2016.78825	-0.06811	0.1784544	-0.00227
2016.79098	-0.06735	0.1794044	-0.00279
2016.79372	-0.06877	0.1788544	-0.00409
2016.79645	-0.06897	0.1791144	-0.00177
2016.79918	-0.0694	0.1799044	-0.00462
2016.80191	-0.06883	0.1791144	-0.00163
2016.80464	-0.06853	0.1795144	-0.00339
2016.80738	-0.0679	0.1806744	-0.00874
2016.81011	-0.0693	0.1809844	-0.00469
2016.81284	-0.06981	0.1801244	-0.00395
2016.81557	-0.06889	0.1790144	0.00308
2016.81831	-0.06899	0.1797344	-0.00369
2016.82104	-0.06874	0.1781244	-0.00857
2016.82377	-0.06926	0.1779544	-0.00461
2016.8265	-0.06988	0.1785844	-0.00368
2016.82923	-0.06763	0.1793744	-0.00416
2016.83197	-0.06945	0.1796344	-0.00544
2016.8347	-0.06997	0.1810644	-0.00225
2016.83743	-0.07284	0.1816344	-0.00302
2016.84016	-0.07292	0.1810944	-0.00033
2016.8429	-0.07204	0.1809444	0.00275
2016.84563	-0.0722	0.1810344	-0.00189
2016.84836	-0.07072	0.1803644	-0.00421
2016.85109	-0.07066	0.1808044	-0.00845
2016.85383	-0.07	0.1810244	-0.00552
2016.85656	-0.07149	0.1825644	-0.00066
2016.85929	-0.07057	0.1825644	-0.00126
2016.86202	-0.07053	0.1816044	-0.00137
2016.86475	-0.0706	0.1831444	-0.00239
2016.86749	-0.07019	0.1813544	-0.00096
2016.87022	-0.06991	0.1818844	-0.00414
2016.87295	-0.06906	0.1831144	-0.00407
2016.87568	-0.07055	0.1839344	-0.00661
2016.87842	-0.07003	0.1816544	-0.0018
2016.88115	-0.0704	0.1826644	-0.00349
2016.88388	-0.06922	0.1812144	-0.00279
2016.88661	-0.06945	0.1817444	-0.00557
2016.88934	-0.06934	0.1817244	-0.01118
2016.89208	-0.07099	0.1820444	-0.00676
2016.89481	-0.07092	0.1826344	-0.00595
2016.89754	-0.07134	0.1822444	-0.0022
2016.90027	-0.07155	0.1821544	-0.00404
2016.90301	-0.07193	0.1832944	-0.0057
2016.90574	-0.07195	0.1824544	-0.00702
2016.90847	-0.07079	0.1818644	-0.0077
2016.9112	-0.07165	0.1828344	-0.0067
2016.91393	-0.07192	0.1835744	-0.0063
2016.91667	-0.07121	0.1821144	-0.00572
2016.9194	-0.07199	0.1835344	-0.00428
2016.92213	-0.07178	0.1827344	-0.00644
2016.92486	-0.07128	0.1832544	-0.00175
2016.9276	-0.07205	0.1832344	-0.00377
2016.93033	-0.07099	0.1835244	0.00022
2016.93306	-0.07231	0.1837244	-0.00217
2016.93579	-0.07229	0.1842544	-0.00287
2016.93852	-0.07172	0.1825344	-0.00121
2016.94126	-0.07246	0.1829444	-0.00024
2016.94399	-0.07232	0.1846544	-0.0025
2016.94672	-0.07245	0.1837744	-0.00646
2016.94945	-0.07116	0.1826044	-0.00404
2016.95219	-0.07131	0.1822744	-0.0004
2016.95492	-0.07223	0.1828444	0.00098
2016.95765	-0.07254	0.1839044	0.00293
2016.96038	-0.07347	0.1842744	-0.00027
2016.96311	-0.07228	0.1840744	-0.0014
2016.96585	-0.07279	0.1837544	-0.00138
2016.96858	-0.07185	0.1844144	-0.0065
2016.97131	-0.07213	0.1831744	-0.00392
2016.97404	-0.0727	0.1849844	0.00322
2016.97678	-0.07193	0.1839944	-0.00091
2016.97951	-0.07373	0.1851144	-0.0018
2016.98224	-0.0739	0.1843644	-0.00058
2016.98497	-0.07231	0.1843844	-0.00345
2016.9877	-0.07364	0.1843944	0.00113
2016.99044	-0.07333	0.1849444	-0.00128
2016.99317	-0.0736	0.1848644	0.00007
2016.9959	-0.07349	0.1858144	0.00157
2016.99863	-0.0733	0.1856344	0.00085
2017.00137	-0.07283	0.1860244	0.00085
2017.00411	-0.0735	0.1856144	0.00221
2017.00685	-0.07307	0.1856344	0.00221
2017.00959	-0.07284	0.1873044	0.00042
2017.01233	-0.0739	0.1868844	0.00185
2017.01507	-0.07413	0.1865444	-0.00026
2017.01781	-0.07347	0.1862744	-0.00648
2017.02055	-0.07216	0.1851844	0.00431
2017.02329	-0.07181	0.1860844	0.00164
2017.02603	-0.07192	0.1852044	0.00324
2017.02877	-0.07231	0.1867944	0.00228
2017.03151	-0.07293	0.1868944	0.00354
2017.03425	-0.07251	0.1857044	0.00122
2017.03699	-0.07332	0.1864544	-0.00206
2017.03973	-0.0728	0.1878144	-0.00122
2017.04247	-0.0731	0.1879544	-0.00341
2017.04521	-0.07403	0.1876344	-0.00256
2017.04795	-0.07321	0.1876144	-0.00261
2017.05068	-0.0728	0.1880744	-0.00775
2017.05342	-0.07354	0.1874244	-0.00068
2017.05616	-0.07356	0.1896444	-0.00681
2017.0589	-0.07247	0.1881944	-0.00268
2017.06164	-0.07321	0.1895944	-0.00713
2017.06438	-0.07369	0.1887844	-0.00741
2017.06712	-0.07451	0.1879044	-0.00265
2017.06986	-0.07305	0.1875344	-0.0002
2017.0726	-0.07369	0.1873744	-0.00016
2017.07534	-0.07201	0.1864944	-0.00117
2017.07808	-0.0721	0.1874744	-0.00402
2017.08082	-0.07271	0.1865844	0.00174
2017.08356	-0.07235	0.1898244	-0.00235
2017.0863	-0.07333	0.1881844	-0.00262
2017.08904	-0.07327	0.1876844	0.00012
2017.09178	-0.07474	0.1883344	0.00119
2017.09452	-0.07375	0.1874444	0.00288
2017.09726	-0.07249	0.1888044	0.00024
2017.1	-0.07332	0.1882744	0.0002
2017.10274	-0.07431	0.1875544	-0.00403
2017.10548	-0.07243	0.1873344	-0.00202
2017.10822	-0.07292	0.1876844	0.00511
2017.11096	-0.0737	0.1895044	0.00226
2017.1137	-0.07349	0.1900044	0.00227
2017.11644	-0.07421	0.1900844	-0.00045
2017.11918	-0.0747	0.1900244	-0.00379
2017.12192	-0.07378	0.1900544	-0.00122
2017.12466	-0.07462	0.1898444	0.00408
2017.1274	-0.07432	0.1896244	0.00143
2017.13014	-0.07362	0.1893944	0.00218
2017.13288	-0.07492	0.1917044	0.00441
2017.13562	-0.07399	0.1927744	0.0023
2017.13836	-0.07413	0.1900044	0.00074
2017.1411	-0.07433	0.1919444	-0.00387
2017.14384	-0.07467	0.1910044	-0.00294
2017.14658	-0.07459	0.1905144	0.00282
2017.14932	-0.07455	0.1920744	0.0008
2017.15205	-0.07503	0.1928244	0.0018
2017.15479	-0.07534	0.1917544	0.00048
2017.15753	-0.07395	0.1926844	0.00265
2017.16027	-0.07358	0.1922144	0.00277
2017.16301	-0.07407	0.1906644	0.00342
2017.16575	-0.07458	0.1909644	0.01066
2017.16849	-0.07437	0.1935544	0.00495
2017.17123	-0.07449	0.1935144	0.00215
2017.17397	-0.07457	0.1941644	0.00061
2017.17671	-0.07425	0.1916644	0.00851
2017.17945	-0.0751	0.1904944	0.00647
2017.18219	-0.07527	0.1925844	0.00568
2017.18493	-0.07532	0.1925744	0.00762
2017.18767	-0.07626	0.1930144	0.00558
2017.19041	-0.07514	0.1930444	-0.00002
2017.19315	-0.07515	0.1930044	-0.00112
2017.19589	-0.07538	0.1920344	0.00132
2017.19863	-0.07442	0.1915444	0.0008
2017.20137	-0.07551	0.1921544	0.00013
2017.20411	-0.07547	0.1932444	-0.00362
2017.20685	-0.0754	0.1937244	0.0003
2017.20959	-0.07494	0.1935344	-0.00392
2017.21233	-0.07538	0.1926044	-0.00514
2017.21507	-0.07526	0.1946544	-0.00609
2017.21781	-0.07462	0.1921244	-0.00167
2017.22055	-0.07463	0.1938844	-0.00355
2017.22329	-0.07519	0.1931444	-0.00364
2017.22603	-0.07611	0.1938844	-0.00323
2017.22877	-0.07597	0.1930144	-0.00331
2017.23151	-0.07577	0.1929544	0.00117
2017.23425	-0.07601	0.1944044	0.00093
2017.23699	-0.07609	0.1929444	-0.00225
2017.23973	-0.07409	0.1927644	-0.00083
2017.24247	-0.07413	0.1928244	-0.0015
2017.24521	-0.07578	0.1931144	0.00156
2017.24795	-0.07646	0.1930744	0.00265
2017.25068	-0.0773	0.1944744	-0.00084
2017.25342	-0.07654	0.1945144	-0.00175
2017.25616	-0.07659	0.1948144	0.00039
2017.2589	-0.07763	0.1946444	0.00015
2017.26164	-0.07641	0.1949644	0.00389
2017.26438	-0.07648	0.1943944	0.00237
2017.26712	-0.07505	0.1946344	-0.00226
2017.26986	-0.07462	0.1933844	-0.00169
2017.2726	-0.07442	0.1932844	0.00251
2017.27534	-0.07555	0.1944144	0.00119
2017.27808	-0.07613	0.1947344	0.00288
2017.28082	-0.07649	0.1925344	0.00326
2017.28356	-0.07677	0.1948444	0.00758
2017.2863	-0.07679	0.1947044	0.00298
2017.28904	-0.07565	0.1938244	0.00564
2017.29178	-0.07536	0.1937044	0.00682
2017.29452	-0.0759	0.1968844	0.00693
2017.29726	-0.07568	0.1950244	0.00458
2017.3	-0.0753	0.1954444	0.00393
2017.30274	-0.0771	0.1959044	0.00495
2017.30548	-0.07825	0.1949144	0.00394
2017.30822	-0.0758	0.1954244	0.00351
2017.31096	-0.07392	0.1957844	0.00145
2017.3137	-0.07398	0.1961644	0.00495
2017.31644	-0.07518	0.1961744	0.00238
2017.31918	-0.07605	0.1943444	0.00443
2017.32192	-0.07569	0.1957444	0.00738
2017.32466	-0.0767	0.1951944	0.00751
2017.3274	-0.07697	0.1974544	0.0056
2017.33014	-0.07584	0.1973144	0.00526
2017.33288	-0.07772	0.1983144	0.00623
2017.33562	-0.07589	0.1941944	0.00069
2017.33836	-0.0759	0.1961044	0.00611
2017.3411	-0.07423	0.1962144	0.00692
2017.34384	-0.07597	0.1956844	0.00717
2017.34658	-0.07577	0.1960844	0.00724
2017.34932	-0.07631	0.1953944	0.00691
2017.35205	-0.07588	0.1965844	0.00708
2017.35479	-0.0745	0.1966244	0.0095
2017.35753	-0.0748	0.1976944	0.00645
2017.36027	-0.0756	0.1975844	0.0117
2017.36301	-0.07416	0.1970944	0.00889
2017.36575	-0.07601	0.1951944	0.01054
2017.36849	-0.07617	0.1976844	0.00904
2017.37123	-0.07647	0.1976144	0.01191
2017.37397	-0.07713	0.1984144	0.01058
2017.37671	-0.07954	0.1986844	0.0021
2017.37945	-0.07519	0.1979844	0.00594
2017.38219	-0.07609	0.1986044	0.01074
2017.38493	-0.07624	0.1998744	0.01573
2017.38767	-0.07361	0.1961144	0.00473
2017.39041	-0.07674	0.1965144	0.00502
2017.39315	-0.07633	0.1977044	0.00844
2017.39589	-0.07699	0.1980044	0.01086
2017.39863	-0.07637	0.1985444	0.01413
2017.40137	-0.07677	0.1996144	0.01359
2017.40411	-0.07702	0.1977344	0.01339
2017.40685	-0.07487	0.1992844	0.01129
2017.40959	-0.07405	0.1995944	0.0071
2017.41233	-0.07638	0.1998744	0.01461
2017.41507	-0.07761	0.2010044	0.01411
2017.41781	-0.07452	0.2015744	0.00926
2017.42055	-0.07671	0.1995344	0.00881
2017.42329	-0.07785	0.1995844	0.00847
2017.42603	-0.0776	0.1998744	0.00868
2017.42877	-0.07858	0.2002244	0.00809
2017.43151	-0.07528	0.1988144	0.0138
2017.43425	-0.07746	0.1989744	0.01166
2017.43699	-0.07755	0.2000744	0.0118
2017.43973	-0.07833	0.2013644	0.00557
2017.44247	-0.0768	0.2013744	0.01055
2017.44521	-0.07624	0.2042144	0.00563
2017.44795	-0.07658	0.2011344	0.00241
2017.45068	-0.07737	0.2001944	0.00938
2017.45342	-0.07805	0.2010144	0.01067
2017.45616	-0.07809	0.2002244	0.00929
2017.4589	-0.07878	0.2043544	0.01299
2017.46164	-0.07637	0.2001244	0.00956
2017.46438	-0.0769	0.2015244	0.00716
2017.46712	-0.07913	0.2019644	0.01392
2017.46986	-0.07725	0.2030544	0.01072
2017.4726	-0.07964	0.1999744	0.01287
2017.47534	-0.07937	0.2024244	0.01266
2017.47808	-0.07986	0.2025644	0.00781
2017.48082	-0.0803	0.2009344	0.0111
2017.48356	-0.08102	0.2049144	0.01359
2017.4863	-0.08007	0.2039544	0.01312
2017.48904	-0.08088	0.2040144	0.01014
2017.49178	-0.0801	0.2021644	0.01259
2017.49726	-0.08005	0.2031444	0.01395
2017.5	-0.07915	0.2038344	0.01409
2017.50274	-0.07872	0.2059044	0.01914
2017.50548	-0.08219	0.2024044	0.01381
2017.51096	-0.08036	0.2012644	0.01704
2017.5137	-0.08159	0.2032944	0.01094
2017.51644	-0.07951	0.2014244	0.01128
2017.51918	-0.07464	0.2014744	0.00644
2017.52192	-0.07938	0.2042744	0.01552
2017.52466	-0.0799	0.2019344	0.01107
2017.5274	-0.07996	0.2038844	0.00422
2017.53288	-0.08196	0.2072844	0.02153
2017.53562	-0.07552	0.2021144	0.00241
2017.53836	-0.07704	0.2044044	0.00299
2017.5411	-0.07942	0.2026644	0.00349
2017.54384	-0.07567	0.2014244	-0.0026
2017.54658	-0.07775	0.2011744	0.00302
2017.54932	-0.08064	0.2025644	0.00907
2017.55205	-0.07869	0.2023944	0.00277
2017.55479	-0.08061	0.2034344	0.00689
2017.55753	-0.07871	0.2027744	0.01655
2017.56027	-0.07889	0.2045044	0.0064
2017.56301	-0.07777	0.2050244	-0.00175
2017.56575	-0.07742	0.2036744	0.0019
2017.56849	-0.07437	0.2068944	0.00205
2017.57123	-0.07474	0.2050244	-0.00009
2017.57397	-0.07217	0.2020844	0.00487
2017.57671	-0.08003	0.2043744	0.00942
2017.57945	-0.0792	0.2035944	0.00286
2017.58219	-0.07921	0.2036544	0.01371
2017.58493	-0.08056	0.2016644	0.01519
2017.58767	-0.08058	0.2041244	0.00979
2017.59041	-0.08129	0.2048944	0.0115
2017.59315	-0.07808	0.2039144	0.01435
2017.59589	-0.07856	0.2028144	0.01062
2017.59863	-0.07916	0.2040644	0.00961
2017.60137	-0.07916	0.2035044	0.01185
2017.60411	-0.0797	0.2033744	0.01358
2017.60685	-0.07984	0.2040644	0.00772
2017.60959	-0.08065	0.2053544	0.01961
2017.61233	-0.08222	0.2085944	0.00275
2017.61507	-0.08088	0.2052644	0.00414
2017.61781	-0.07939	0.2061944	0.0035
2017.62055	-0.07878	0.2058544	0.00615
2017.62329	-0.07922	0.2070244	0.00332
2017.62603	-0.08006	0.2055544	0.00264
2017.62877	-0.07949	0.2058544	0.00261
2017.63151	-0.07957	0.2073044	-0.0013
2017.63425	-0.08073	0.2070344	0.00688
2017.63699	-0.0775	0.2067244	0.00449
2017.63973	-0.07964	0.2050944	0.00796
2017.64247	-0.07629	0.2042244	0.00089
2017.64521	-0.07828	0.2048544	0.00363
2017.64795	-0.07869	0.2046244	0.00895
2017.65068	-0.07559	0.2074944	0.00222
2017.65342	-0.07674	0.2045244	0.0008
2017.65616	-0.07669	0.2043244	-0.0022
2017.6589	-0.07807	0.2052844	0.0074
2017.66164	-0.07878	0.2066044	0.00414
2017.66438	-0.08193	0.2056744	0.00292
2017.66712	-0.07909	0.2052544	0.00367
2017.66986	-0.07991	0.2049744	0.00069
2017.6726	-0.07824	0.2054244	-0.00292
2017.67534	-0.07953	0.2057744	0.00035
2017.67808	-0.07765	0.2050944	0.00167
2017.68082	-0.08021	0.2073644	0.00907
2017.68356	-0.08019	0.2073844	0.00458
2017.6863	-0.07943	0.2070444	0.00219
2017.68904	-0.07913	0.2064044	0.00323
2017.69178	-0.07854	0.2053344	0.0044
2017.69452	-0.07985	0.2061244	0.00819
2017.69726	-0.0794	0.2065544	-0.00046
2017.7	-0.07875	0.2067244	-0.00438
2017.70274	-0.07896	0.2066044	-0.00116
2017.70548	-0.07974	0.2072744	-0.00193
2017.70822	-0.07828	0.2056844	-0.00097
2017.71096	-0.07924	0.2060344	0.00303
2017.7137	-0.07816	0.2063544	-0.00147
2017.71644	-0.0797	0.2082444	-0.00155
2017.71918	-0.08126	0.2078044	0.00202
2017.72192	-0.07919	0.2069744	0.00502
2017.72466	-0.07956	0.2065344	-0.00086
2017.7274	-0.07974	0.2066044	0.00424
2017.73014	-0.0765	0.2070544	-0.00037
2017.73288	-0.08029	0.2067544	0.00397
2017.73562	-0.07746	0.2076044	-0.00883
2017.73836	-0.07615	0.2065244	0.00372
2017.7411	-0.07932	0.2060844	0.0055
2017.74384	-0.07977	0.2080744	0.00066
2017.74658	-0.07715	0.2072344	-0.00094
2017.74932	-0.08132	0.2071744	0.00062
2017.75205	-0.07609	0.2076644	-0.00612
2017.75479	-0.07842	0.2084144	-0.00208
2017.75753	-0.08016	0.2074344	-0.00277
2017.76027	-0.08057	0.2072744	-0.00488
2017.76301	-0.08113	0.2080044	0.00115
2017.76575	-0.07868	0.2079844	-0.0029
2017.76849	-0.07785	0.2075344	-0.00571
2017.77123	-0.0784	0.2076544	-0.01062
2017.77397	-0.07833	0.2078444	-0.01
2017.77671	-0.0783	0.2065344	-0.01272
2017.77945	-0.08001	0.2086944	-0.00565
2017.78219	-0.08044	0.2088044	-0.0079
2017.78493	-0.08016	0.2090844	-0.00392
2017.78767	-0.0785	0.2095244	-0.0085
2017.79041	-0.08118	0.2098844	-0.00529
2017.79315	-0.08119	0.2104344	-0.01025
2017.79589	-0.08247	0.2094244	-0.00638
2017.79863	-0.08241	0.2110544	-0.00522
2017.80137	-0.08262	0.2103144	-0.0025
2017.80411	-0.08267	0.2106844	-0.00225
2017.80685	-0.08251	0.2114144	-0.00675
2017.80959	-0.08373	0.2108744	-0.00449
2017.81233	-0.08343	0.2108944	-0.00344
2017.81507	-0.08151	0.2083044	-0.00684
2017.81781	-0.0845	0.2101244	-0.00068
2017.82055	-0.08328	0.2095844	-0.00394
2017.82329	-0.08095	0.2097444	-0.0043
2017.82603	-0.08234	0.2079044	0.0009
2017.82877	-0.08139	0.2101844	-0.00018
2017.83151	-0.08236	0.2109644	-0.00217
2017.83425	-0.08175	0.2101344	-0.00083
2017.83699	-0.08135	0.2101944	0.00182
2017.83973	-0.07973	0.2108544	-0.00464
2017.84247	-0.08237	0.2098544	0.00016
2017.84521	-0.08155	0.2109344	-0.00133
2017.84795	-0.08074	0.2088944	-0.00146
2017.85068	-0.08235	0.2110544	-0.00002
2017.85342	-0.08092	0.2105744	0.00164
2017.85616	-0.08057	0.2101744	-0.00125
2017.8589	-0.08154	0.2098544	-0.00097
2017.86164	-0.0812	0.2106944	0.00327
2017.86438	-0.08102	0.2106644	0.00003
2017.86712	-0.08039	0.2109544	0.00483
2017.86986	-0.08032	0.2102244	0.00209
2017.8726	-0.08174	0.2104044	-0.00192
2017.87534	-0.08145	0.2101844	-0.00065
2017.87808	-0.08196	0.2113044	-0.00605
2017.88082	-0.08143	0.2097644	-0.00081
2017.88356	-0.08222	0.2109444	-0.00286
2017.8863	-0.08418	0.2111444	-0.00123
2017.88904	-0.08276	0.2101644	0.00125
2017.89178	-0.08074	0.2090844	0.00005
2017.89452	-0.08146	0.2096244	0.00075
2017.89726	-0.08145	0.2112244	-0.00147
2017.9	-0.08212	0.2116144	0.00167
2017.90274	-0.08267	0.2100944	0.00037
2017.90548	-0.08184	0.2101144	0.00274
2017.90822	-0.08211	0.2107644	-0.0023
2017.91096	-0.08109	0.2097544	-0.00207
2017.9137	-0.08191	0.2104744	-0.00071
2017.91644	-0.0828	0.2111844	-0.00005
2017.91918	-0.08282	0.2119944	0.00276
2017.92192	-0.08102	0.2115244	-0.00068
2017.92466	-0.08308	0.2108244	0.00438
2017.9274	-0.08121	0.2106344	0.00473
2017.93014	-0.08139	0.2114144	0.00047
2017.93288	-0.08325	0.2123844	-0.00157
2017.93562	-0.08363	0.2112844	0.0055
2017.93836	-0.08314	0.2130044	0.00532
2017.9411	-0.08152	0.2124244	0.00074
2017.94384	-0.08346	0.2125544	0.00448
2017.94658	-0.08309	0.2129744	-0.00269
2017.94932	-0.08485	0.2127244	-0.00109
2017.95205	-0.08266	0.2125844	-0.00158
2017.95479	-0.08262	0.2137044	-0.00108
2017.95753	-0.08281	0.2116844	0.00271
2017.96027	-0.08197	0.2141044	-0.00148
2017.96301	-0.08204	0.2137844	0.00123
2017.96575	-0.08438	0.2131844	0.00322
2017.96849	-0.08482	0.2136544	0.00237
2017.97123	-0.08415	0.2136544	0.00561
2017.97397	-0.08399	0.2130144	0.00668
2017.97671	-0.08387	0.2136044	0.00599
2017.97945	-0.0843	0.2132144	0.00833
2017.98219	-0.08329	0.2145444	0.0064
2017.98493	-0.08444	0.2153744	0.00139
2017.98767	-0.08458	0.2144044	0.00213
2017.99041	-0.08598	0.2152044	0.00227
2017.99315	-0.08444	0.2133844	0.00322
2017.99589	-0.08416	0.2154044	0.00323
2017.99863	-0.08359	0.2144944	0.00498
2018.00137	-0.08455	0.2158744	0.00099
2018.00411	-0.0838	0.2156644	-0.00342
2018.00685	-0.08333	0.2154144	0.00102
2018.00959	-0.08447	0.2159344	0.00214
2018.01233	-0.08387	0.2155344	0.0026
2018.01507	-0.08467	0.2160444	0.0008
2018.01781	-0.08456	0.2157744	0.00181
2018.02055	-0.08336	0.2158744	0.0059
2018.02329	-0.08379	0.2152044	0.00405
2018.02603	-0.08505	0.2165144	0.0019
2018.02877	-0.08587	0.2162644	0.00248
2018.03151	-0.08591	0.2168744	0.00007
2018.03425	-0.08531	0.2172944	0.00278
2018.03699	-0.08446	0.2171444	0.00292
2018.03973	-0.08492	0.2168844	0.00482
2018.04247	-0.08498	0.2174544	0.00279
2018.04521	-0.08451	0.2169844	-0.00076
2018.04795	-0.08406	0.2164844	-0.00064
2018.05068	-0.08321	0.2160844	0.00067
2018.05342	-0.08409	0.2167144	-0.0035
2018.05616	-0.08307	0.2166944	0.00073
2018.0589	-0.08256	0.2173344	-0.00222
2018.06164	-0.08285	0.2173644	0.00014
2018.06438	-0.08335	0.2178044	-0.00247
2018.06986	-0.08376	0.2174644	-0.00069
2018.0726	-0.08397	0.2174944	-0.00292
2018.07534	-0.08596	0.2180444	-0.00326
2018.07808	-0.08596	0.2176244	0.00608
2018.08082	-0.08554	0.2179944	-0.00017
2018.08356	-0.0858	0.2184944	-0.00028
2018.0863	-0.08435	0.2184944	-0.00503
2018.08904	-0.08525	0.2178244	-0.00697
2018.09178	-0.08461	0.2180844	-0.00486
2018.09452	-0.08379	0.2193244	-0.00346
2018.09726	-0.08509	0.2194644	-0.00474
2018.1	-0.08474	0.2190344	-0.00049
2018.10274	-0.08576	0.2192044	0.00149
2018.10548	-0.08457	0.2185244	0.00971
2018.10822	-0.08426	0.2188444	0.00473
2018.11096	-0.08448	0.2170944	0.00285
2018.1137	-0.08538	0.2193644	0.002
2018.11644	-0.08632	0.2197244	0.00686
2018.11918	-0.08494	0.2213444	0.00706
2018.12192	-0.08556	0.2211044	-0.00099
2018.12466	-0.08526	0.2205444	0.00228
2018.1274	-0.08514	0.2216344	0.00056
2018.13014	-0.08435	0.2206244	0.00558
2018.13288	-0.08469	0.2203944	-0.00094
2018.13562	-0.08449	0.2210344	0.00236
2018.13836	-0.08582	0.2212944	0.00017
2018.1411	-0.08663	0.2228844	0.00276
2018.14384	-0.08604	0.2242144	0.00253
2018.14658	-0.08479	0.2223344	0.00255
2018.14932	-0.08659	0.2224344	0.0006
2018.15205	-0.08719	0.2237244	0.00508
2018.15479	-0.08645	0.2232144	0.00431
2018.15753	-0.08661	0.2221644	0.00418
2018.16027	-0.08722	0.2227344	0.01043
2018.16301	-0.08614	0.2212044	0.00866
2018.16575	-0.08676	0.2234544	0.00844
2018.16849	-0.08473	0.2212044	0.01017
2018.17123	-0.08539	0.2222244	0.00191
2018.17397	-0.08606	0.2213444	0.00517
2018.17671	-0.08442	0.2233644	-0.00259
2018.17945	-0.08566	0.2219644	-0.00134
2018.18219	-0.08796	0.2223044	0.00427
2018.18493	-0.08723	0.2238644	0.00529
2018.18767	-0.08796	0.2230944	-0.00046
2018.19041	-0.08867	0.2231444	0.00634
